Date Time,CH000,CH001,CH002,CH003,CH004,CH005,CH006,CH007,CH008,CH009
2021/06/08 10:33:25,      +0,      -2,      -2,      -1,      -1,      +1,********,********,********,********
2021/06/08 10:33:26,      +0,      -2,      -1,      -1,      -1,      +0,********,********,********,********
2021/06/08 10:33:27,      -1,      -2,      -2,      -1,      -1,      +0,********,********,********,********
2021/06/08 10:33:28,      -1,      -2,      -1,      -2,      +0,      +1,********,********,********,********
2021/06/08 10:33:29,      -1,      -2,      -1,      -1,      +0,      +1,********,********,********,********
2021/06/08 10:33:30,      +0,      -1,      -1,      -1,      -1,      +0,********,********,********,********
2021/06/08 10:33:31,      -2,      -2,      -2,      -1,      -1,      +0,********,********,********,********
2021/06/08 10:33:32,      -1,      -1,      -2,      -2,      -1,      +0,********,********,********,********
2021/06/08 10:33:33,      -2,      -2,      -2,      -1,      -1,      +0,********,********,********,********
2021/06/08 10:33:34,      -1,      -3,      -2,      -1,      -2,      +0,********,********,********,********
2021/06/08 10:33:35,      -1,      -2,      -3,      -1,      -1,      -1,********,********,********,********
2021/06/08 10:33:36,      -1,      -3,      -1,      -1,      -1,      -1,********,********,********,********
2021/06/08 10:33:37,      -2,      -3,      -2,      -2,      -2,      -1,********,********,********,********
2021/06/08 10:33:38,      -2,      -2,      -2,      -2,      -2,      -1,********,********,********,********
2021/06/08 10:33:39,      -2,      -2,      -2,      -2,      -2,      -1,********,********,********,********
2021/06/08 10:33:40,      -2,      -3,      -2,      -2,      -2,      -1,********,********,********,********
2021/06/08 10:33:41,      -2,      -3,      -2,      -2,      -2,      -1,********,********,********,********
2021/06/08 10:33:42,      -2,      -3,      -2,      -2,      -2,      -1,********,********,********,********
2021/06/08 10:33:43,      -1,      -3,      -3,      -2,      -1,      +0,********,********,********,********
2021/06/08 10:33:44,      -2,      -3,      -1,      -3,      -2,      +0,********,********,********,********
2021/06/08 10:33:45,      -2,      -3,      -2,      -2,      -1,      -1,********,********,********,********
2021/06/08 10:33:46,    -103,     +39,      -3,      +8,      +8,      -2,********,********,********,********
2021/06/08 10:33:47,    -117,     +32,      -2,     +16,     +11,      -2,********,********,********,********
2021/06/08 10:33:48,    -123,     +34,      -2,     +16,     +12,      -2,********,********,********,********
2021/06/08 10:33:49,    -145,     +39,      -2,     +19,     +15,      -2,********,********,********,********
2021/06/08 10:33:50,    -168,     +39,      -3,     +22,     +17,      -1,********,********,********,********
2021/06/08 10:33:51,    -181,     +38,      -3,     +25,     +20,      +0,********,********,********,********
2021/06/08 10:33:52,    -195,     +27,      -2,     +25,     +25,      +3,********,********,********,********
2021/06/08 10:33:53,    -209,     +23,      -2,     +25,     +29,      +5,********,********,********,********
2021/06/08 10:33:54,    -228,     +20,      -1,     +27,     +32,      +7,********,********,********,********
2021/06/08 10:33:55,    -242,     +18,      -1,     +29,     +35,      +8,********,********,********,********
2021/06/08 10:33:56,    -260,     +16,      -3,     +29,     +39,      +8,********,********,********,********
2021/06/08 10:33:57,    -273,     +14,      -2,     +30,     +41,     +10,********,********,********,********
2021/06/08 10:33:58,    -287,     +11,      -3,     +32,     +44,     +11,********,********,********,********
2021/06/08 10:33:59,    -304,      +8,      -3,     +33,     +47,     +12,********,********,********,********
2021/06/08 10:34:00,    -322,      +6,      -2,     +35,     +50,     +14,********,********,********,********
2021/06/08 10:34:01,    -339,      +2,      -3,     +36,     +54,     +15,********,********,********,********
2021/06/08 10:34:02,    -354,      -2,      -3,     +37,     +57,     +16,********,********,********,********
2021/06/08 10:34:03,    -367,      -6,      -3,     +39,     +60,     +17,********,********,********,********
2021/06/08 10:34:04,    -379,     -12,      -3,     +40,     +62,     +19,********,********,********,********
2021/06/08 10:34:05,    -394,     -17,      -3,     +42,     +65,     +21,********,********,********,********
2021/06/08 10:34:06,    -404,     -24,      -3,     +42,     +68,     +22,********,********,********,********
2021/06/08 10:34:07,    -416,     -31,      -3,     +44,     +71,     +25,********,********,********,********
2021/06/08 10:34:08,    -429,     -41,      -2,     +44,     +74,     +26,********,********,********,********
2021/06/08 10:34:09,    -440,     -51,      -2,     +46,     +77,     +27,********,********,********,********
2021/06/08 10:34:10,    -447,     -60,      -2,     +46,     +80,     +30,********,********,********,********
2021/06/08 10:34:11,    -458,     -70,      -1,     +47,     +82,     +32,********,********,********,********
2021/06/08 10:34:12,    -466,     -79,      -2,     +48,     +84,     +34,********,********,********,********
2021/06/08 10:34:13,    -474,     -91,      -2,     +49,     +86,     +36,********,********,********,********
2021/06/08 10:34:14,    -485,    -103,      -2,     +50,     +90,     +38,********,********,********,********
2021/06/08 10:34:15,    -494,    -113,      -1,     +51,     +92,     +40,********,********,********,********
2021/06/08 10:34:16,    -501,    -124,      -1,     +52,     +95,     +42,********,********,********,********
2021/06/08 10:34:17,    -511,    -136,      -1,     +53,     +97,     +45,********,********,********,********
2021/06/08 10:34:18,    -518,    -146,      -1,     +54,     +99,     +45,********,********,********,********
2021/06/08 10:34:19,    -524,    -155,      -1,     +55,    +103,     +48,********,********,********,********
2021/06/08 10:34:20,    -536,    -170,      +0,     +56,    +106,     +51,********,********,********,********
2021/06/08 10:34:21,    -546,    -183,      -1,     +57,    +108,     +53,********,********,********,********
2021/06/08 10:34:22,    -553,    -195,      +0,     +57,    +111,     +55,********,********,********,********
2021/06/08 10:34:23,    -562,    -208,      +1,     +60,    +114,     +57,********,********,********,********
2021/06/08 10:34:24,    -573,    -222,      +1,     +61,    +117,     +60,********,********,********,********
2021/06/08 10:34:25,    -582,    -234,      +1,     +62,    +119,     +63,********,********,********,********
2021/06/08 10:34:26,    -590,    -247,      +2,     +63,    +122,     +65,********,********,********,********
2021/06/08 10:34:27,    -600,    -258,      +4,     +63,    +125,     +66,********,********,********,********
2021/06/08 10:34:28,    -606,    -271,      +2,     +64,    +127,     +69,********,********,********,********
2021/06/08 10:34:29,    -616,    -282,      +4,     +66,    +130,     +71,********,********,********,********
2021/06/08 10:34:30,    -624,    -294,      +4,     +67,    +132,     +73,********,********,********,********
2021/06/08 10:34:31,    -634,    -306,      +4,     +68,    +134,     +75,********,********,********,********
2021/06/08 10:34:32,    -645,    -320,      +5,     +70,    +138,     +79,********,********,********,********
2021/06/08 10:34:33,    -652,    -331,      +6,     +71,    +140,     +80,********,********,********,********
2021/06/08 10:34:34,    -662,    -342,      +5,     +71,    +143,     +82,********,********,********,********
2021/06/08 10:34:35,    -671,    -354,      +6,     +74,    +145,     +85,********,********,********,********
2021/06/08 10:34:36,    -682,    -367,      +6,     +75,    +149,     +87,********,********,********,********
2021/06/08 10:34:37,    -691,    -380,      +6,     +77,    +151,     +90,********,********,********,********
2021/06/08 10:34:38,    -702,    -393,      +7,     +77,    +155,     +93,********,********,********,********
2021/06/08 10:34:39,    -713,    -404,      +8,     +78,    +157,     +95,********,********,********,********
2021/06/08 10:34:40,    -721,    -415,      +8,     +80,    +161,     +98,********,********,********,********
2021/06/08 10:34:41,    -732,    -428,      +8,     +81,    +163,    +100,********,********,********,********
2021/06/08 10:34:42,    -741,    -438,      +8,     +83,    +166,    +102,********,********,********,********
2021/06/08 10:34:43,    -752,    -451,      +9,     +84,    +169,    +104,********,********,********,********
2021/06/08 10:34:44,    -764,    -463,      +9,     +85,    +172,    +107,********,********,********,********
2021/06/08 10:34:45,    -775,    -474,      +9,     +87,    +175,    +109,********,********,********,********
2021/06/08 10:34:46,    -786,    -486,     +10,     +89,    +178,    +112,********,********,********,********
2021/06/08 10:34:47,    -796,    -498,     +10,     +90,    +182,    +115,********,********,********,********
2021/06/08 10:34:48,    -808,    -510,     +11,     +92,    +184,    +117,********,********,********,********
2021/06/08 10:34:49,    -820,    -521,     +11,     +92,    +187,    +119,********,********,********,********
2021/06/08 10:34:50,    -828,    -533,     +12,     +95,    +190,    +122,********,********,********,********
2021/06/08 10:34:51,    -840,    -542,     +13,     +96,    +193,    +125,********,********,********,********
2021/06/08 10:34:52,    -852,    -556,     +13,     +98,    +197,    +127,********,********,********,********
2021/06/08 10:34:53,    -866,    -568,     +13,     +99,    +199,    +130,********,********,********,********
2021/06/08 10:34:54,    -877,    -580,     +14,    +101,    +202,    +132,********,********,********,********
2021/06/08 10:34:55,    -887,    -591,     +14,    +102,    +205,    +135,********,********,********,********
2021/06/08 10:34:56,    -899,    -604,     +15,    +104,    +209,    +138,********,********,********,********
2021/06/08 10:34:57,    -911,    -616,     +15,    +105,    +212,    +140,********,********,********,********
2021/06/08 10:34:58,    -919,    -625,     +15,    +106,    +215,    +141,********,********,********,********
2021/06/08 10:34:59,    -930,    -637,     +16,    +108,    +219,    +145,********,********,********,********
2021/06/08 10:35:00,    -944,    -649,     +16,    +110,    +222,    +147,********,********,********,********
