Test ID:,Date Tested:,Time:,Test Type:,Diameter Avg. (mm):,Cyl. Corr. Factor:,Height (mm):,Age (days):,Weight (kN):,Break Type:,Ramp Rate (MPa/s):,Load at Break (kN):,Stress at Break (MPa):
12,6/6/2021,02:12,Cylinder,150,1,300,0,13.39,Invalid/No Break,0.25,1252.27,70.86
Sample Time,Load (kN),Stress (MPa),Long. Strain,Trans. Strain,Chan1 Deflection (mm),Chan2 Deflection (mm)
0:0:11.729,60.0598880431898,3.39911533904511,0,0.000885,0,0
0:0:11.830,59.8819591791898,3.38532582448509,0,0.000885,0,0
0:0:11.930,60.5847781919897,3.42669436816515,0,0.000885,0,0
0:0:12.029,60.5847781919897,3.42669436816515,0,0.000885,0,0
0:0:12.126,60.5269513111897,3.42669436816515,0,0.000885,0,0
0:0:12.227,61.1719434431896,3.46116815456521,0,0.000885,0,0
0:0:12.327,61.1719434431896,3.46116815456521,0,0.000885,0,0
0:0:12.428,62.6398565711894,3.54390524192533,0,0.000885,0,0
0:0:12.526,63.7519119711892,3.60595805744542,0,0.000885,0,0
0:0:12.623,64.574832967189,3.6542213584055,0,0.000885,0,0
0:0:12.724,64.574832967189,3.6542213584055,0,0.000885,0,0
0:0:12.826,65.104171337589,3.68180038752554,0,0.000885,0,0
0:0:12.926,65.5134077247889,3.70937941664558,0,0.000885,0,0
0:0:13.025,65.8648172311888,3.73006368848561,0,0.000885,0,0
0:0:13.123,65.8648172311888,3.73006368848561,0,0.000885,0,0
0:0:13.221,66.7455651079887,3.77832698944568,0,0.000885,0,0
0:0:13.323,67.6218647631885,3.82659029040576,0,0.000885,0,0
0:0:13.424,68.0355493719884,3.84727456224579,0,0.000885,0,0
0:0:13.521,68.0355493719884,3.84727456224579,0,0.000885,0,0
0:0:13.619,68.7961952655883,3.89553786320586,0,0.000885,0,0
0:0:13.718,69.4990142783882,3.93001164960591,0,0.000885,0,0
0:0:13.820,69.4990142783882,3.93001164960591,0,0.000885,0,0
0:0:13.921,69.9705257679881,3.95759067872595,0,0.000885,0,0
0:0:14.020,70.673344780788,3.99895922240601,0,0.000885,0,0
0:0:14.117,71.2605100319879,4.03343300880607,0,0.000885,0,0
0:0:14.217,71.2605100319879,4.03343300880607,0,0.000885,0,0
0:0:14.318,72.1412579087878,4.08169630976614,0,0.000885,0,0
0:0:14.419,72.5504942959877,4.10238058160617,0,0.000885,0,0
0:0:14.517,73.3734152919875,4.15064388256624,0,0.000885,0,0
0:0:14.614,73.3734152919875,4.15064388256624,0,0.000885,0,0
0:0:14.713,74.3119900495874,4.20580194080633,0,0.000885,0,0
0:0:14.814,75.0726359431873,4.24717048448639,0,0.000885,0,0
0:0:14.915,75.5396992111872,4.27474951360643,0,0.000885,0,0
0:0:15.016,75.5396992111872,4.27474951360643,0,0.000885,0,0
0:0:15.113,75.7754549559871,4.28853902816645,0,0.000885,0,0
0:0:15.211,76.0690375815871,4.30232854272647,0,0.000885,0,0
0:0:15.312,76.656202832787,4.33680232912652,0,0.000885,0,0
0:0:15.413,76.656202832787,4.33680232912652,0,0.000885,0,0
0:0:15.513,77.2433680839869,4.37127611552657,0,0.000885,0,0
0:0:15.611,77.5369507095868,4.3850656300866,0,0.000885,0,0
0:0:15.708,77.5369507095868,4.3850656300866,0,0.000885,0,0
0:0:15.808,78.0618408583867,4.41953941648665,0,0.000885,0,0
0:0:15.910,78.7691080927866,4.4540132028867,0,0.000885,0,0
0:0:16.011,79.2939982415865,4.48848698928675,0,0.000885,0,0
0:0:16.108,79.2939982415865,4.48848698928675,0,0.000885,0,0
0:0:16.206,80.0590923567864,4.52985553296681,0,0.000885,0,0
0:0:16.307,80.8197382503863,4.57122407664688,0,0.000885,0,0
0:0:16.409,81.1133208759862,4.59190834848691,0,0.000885,0,0
0:0:16.508,81.1133208759862,4.59190834848691,0,0.000885,0,0
0:0:16.606,81.7004861271861,4.62638213488696,0,0.000885,0,0
0:0:16.704,82.7547146463859,4.68154019312704,0,0.000885,0,0
0:0:16.805,83.3997067783858,4.7229087368071,0,0.000885,0,0
0:0:16.905,83.3997067783858,4.7229087368071,0,0.000885,0,0
0:0:17.006,84.1069740127857,4.75738252320716,0,0.000885,0,0
0:0:17.107,84.5162103999857,4.7849615523272,0,0.000885,0,0
0:0:17.209,84.7519661447856,4.79875106688722,0,0.000885,0,0
0:0:17.310,84.7519661447856,4.79875106688722,0,0.000885,0,0
0:0:17.412,85.2768562935855,4.82633009600726,0,0.000885,0,0
0:0:17.513,86.0997772895854,4.87459339696733,0,0.000885,0,0
0:0:17.614,86.9182500639852,4.91596194064739,0,0.000885,0,0
0:0:17.714,86.9182500639852,4.91596194064739,0,0.000885,0,0
0:0:17.816,87.5632421959851,4.95733048432746,0,0.000885,0,0
0:0:17.917,88.386163191985,4.99869902800752,0,0.000885,0,0
0:0:18.018,88.386163191985,4.99869902800752,0,0.000885,0,0
0:0:18.119,89.1468090855849,5.04696232896759,0,0.000885,0,0
0:0:18.221,89.7918012175847,5.08143611536764,0,0.000885,0,0
0:0:18.320,90.3789664687847,5.11590990176769,0,0.000885,0,0
0:0:18.420,90.3789664687847,5.11590990176769,0,0.000885,0,0
0:0:18.522,90.4412415711846,5.11590990176769,0,0.000885,0,0
0:0:18.622,91.2597143455845,5.16417320272777,0,0.000885,0,0
0:0:18.721,91.6111238519844,5.1848574745678,0,0.000885,0,0
0:0:18.819,91.6111238519844,5.1848574745678,0,0.000885,0,0
0:0:18.920,92.1404622223843,5.21243650368784,0,0.000885,0,0
0:0:19.021,92.9589349967842,5.26069980464791,0,0.000885,0,0
0:0:19.121,93.4882733671841,5.28827883376795,0,0.000885,0,0
0:0:19.219,93.4882733671841,5.28827883376795,0,0.000885,0,0
0:0:19.319,94.191092379984,5.32964737744802,0,0.000885,0,0
0:0:19.418,94.7782576311839,5.36412116384807,0,0.000885,0,0
0:0:19.520,94.8983596143839,5.37101592112808,0,0.000885,0,0
0:0:19.618,94.8983596143839,5.37101592112808,0,0.000885,0,0
0:0:19.715,95.7168323887837,5.41927922208815,0,0.000885,0,0
0:0:19.813,96.1883438783837,5.43996349392818,0,0.000885,0,0
0:0:19.914,97.1269186359835,5.49512155216827,0,0.000885,0,0
0:0:20.016,97.1269186359835,5.49512155216827,0,0.000885,0,0
0:0:20.116,97.3003992783835,5.50891106672829,0,0.000885,0,0
0:0:20.214,98.0032182911833,5.54338485312834,0,0.000885,0,0
0:0:20.313,98.0032182911833,5.54338485312834,0,0.000885,0,0
0:0:20.413,98.7104855255832,5.5847533968084,0,0.000885,0,0
0:0:20.515,99.2353756743832,5.61233242592844,0,0.000885,0,0
0:0:20.614,99.880367806383,5.6537009696085,0,0.000885,0,0
0:0:20.711,99.880367806383,5.6537009696085,0,0.000885,0,0
0:0:20.809,100.587635040783,5.69506951328857,0,0.000885,0,0
0:0:20.910,101.170352070383,5.72264854240861,0,0.000885,0,0
0:0:21.011,102.402509453583,5.79159611520871,0,0.000885,0,0
0:0:21.112,102.402509453583,5.79159611520871,0,0.000885,0,0
0:0:21.210,103.167603568782,5.83985941616878,0,0.000885,0,0
0:0:21.308,103.986076343182,5.88122795984885,0,0.000885,0,0
0:0:21.408,104.457587832782,5.90880698896889,0,0.000885,0,0
0:0:21.510,104.457587832782,5.90880698896889,0,0.000885,0,0
0:0:21.610,104.515414713582,5.9157017462489,0,0.000885,0,0
