Date Time,CH000,CH001,CH002,CH003,CH004,CH005,CH006,CH007,CH008,CH009
2021/07/28 16:15:20,      +1,      +1,      -1,      +1,      +0,      +1,  +283.6,  +243.0,  +239.1,  +259.0
2021/07/28 16:15:21,      +2,      +0,      +0,      +1,      +0,      +0,  +251.7,  +195.0,  +204.9,  +197.1
2021/07/28 16:15:22,      +1,      +1,      +0,      +1,      +0,      +1,  +242.3,  +155.7,  +181.3,  +167.7
2021/07/28 16:15:23,      +1,      +1,      -1,      +1,      +0,      +0,  +204.7,  +149.6,  +150.2,  +142.1
2021/07/28 16:15:24,      +1,      +0,      -1,      +0,      +0,      +1,  +183.0,  +144.9,  +131.6,  +136.7
2021/07/28 16:15:25,      +2,      +0,      -1,      +1,      +0,      +1,  +180.7,  +139.4,  +132.6,  +132.9
2021/07/28 16:15:26,      +2,      +1,      +0,      +0,      +0,      +0,  +162.0,  +119.9,  +117.8,  +113.2
2021/07/28 16:15:27,      +2,      +1,      +0,      +0,      +0,      +1,  +151.7,  +130.0,  +121.9,  +117.5
2021/07/28 16:15:28,      +2,      +0,      -1,      +0,      +0,      +1,  +161.0,  +128.1,  +117.6,  +128.7
2021/07/28 16:15:29,      +2,      +0,      -1,      +1,      +0,      +1,  +136.7,  +134.2,  +113.7,  +130.1
2021/07/28 16:15:30,      +2,      +0,      +0,      +1,      +0,      +1,  +139.7,  +115.4,  +112.7,  +124.0
2021/07/28 16:15:31,      +2,      +1,      -1,      +0,      +0,      +1,  +115.9,  +110.2,  +116.8,  +117.6
2021/07/28 16:15:32,      +2,      +1,      -1,      +1,      +0,      +0,  +107.8,  +122.0,  +102.2,  +106.6
2021/07/28 16:15:33,      +2,      +1,      +0,      +1,      +0,      +1,  +101.1,  +100.6,  +101.2,  +107.0
2021/07/28 16:15:34,      +1,      +1,      +0,      +1,      +1,      +2,   -38.3,   +49.0,   +52.3,   +73.8
2021/07/28 16:15:35,      -6,      +0,      +0,      +1,      +2,      +4,   -33.6,   +66.4,   +65.4,   +68.5
2021/07/28 16:15:36,     -14,      -2,      -1,      +2,      +3,      +7,   -42.2,   +61.8,   +52.8,   +64.6
2021/07/28 16:15:37,     -33,      -7,      -1,      +2,      +4,     +12,   -10.6,   +64.8,   +78.4,   +69.6
2021/07/28 16:15:38,     -34,     -16,      +0,      +2,      +5,     +18,   -19.0,   +69.4,   +77.8,   +79.4
2021/07/28 16:15:39,     -34,     -30,      +2,      +2,      +6,     +22,   -23.1,   +65.5,   +89.6,   +94.0
2021/07/28 16:15:40,     -33,     -39,      +2,      +2,      +5,     +25,    +1.6,   +64.6,   +76.0,   +79.2
2021/07/28 16:15:41,     -33,     -51,      +4,      +1,      +6,     +30,    +0.8,   +73.6,   +73.6,   +79.1
2021/07/28 16:15:42,     -31,     -62,      +5,      +1,      +5,     +33,    +6.6,   +78.6,   +66.8,   +94.9
2021/07/28 16:15:43,     -32,     -77,      +7,      +1,      +6,     +38,    +8.6,   +78.5,   +76.2,   +92.4
2021/07/28 16:15:44,     -33,     -94,      +9,      +0,      +7,     +44,    +8.7,   +72.9,   +91.0,   +90.0
2021/07/28 16:15:45,     -36,    -114,     +12,      +1,      +8,     +53,    +9.0,   +85.8,   +82.3,   +92.4
2021/07/28 16:15:46,     -41,    -134,     +14,      +0,      +9,     +59,   +10.6,   +85.1,   +90.8,   +82.2
2021/07/28 16:15:47,     -43,    -143,     +15,      +0,      +9,     +62,   +22.7,   +95.5,   +86.0,   +78.0
2021/07/28 16:15:48,     -46,    -150,     +17,      +0,     +10,     +65,   +28.0,   +89.5,   +87.6,   +85.2
