Date Time,CH000,CH001,CH002,CH003,CH004,CH005,CH006,CH007,CH008,CH009
2021/07/25 13:32:46,      -1,      +2,      +2,      +3,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:32:47,      -1,      +2,      +3,      +4,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:32:48,      -1,      +2,      +3,      +3,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:32:49,      -1,      +1,      +3,      +4,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:32:50,      +0,      +2,      +3,      +4,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:32:51,      -1,      +2,      +4,      +5,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:32:52,      -1,      +3,      +4,      +4,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:32:53,      +0,      +3,      +4,      +5,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:32:54,      +0,      +2,      +4,      +5,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:32:55,      +0,      +2,      +3,      +4,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:32:56,      +0,      +3,      +5,      +5,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:32:57,      +0,      +3,      +3,      +5,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:32:58,      +0,      +2,      +4,      +4,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:32:59,      +0,      +2,      +4,      +5,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:00,      +1,      +3,      +4,      +5,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:01,      +0,      +3,      +4,      +5,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:02,      +0,      +2,      +4,      +4,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:03,      -6,     -22,      +7,      +6,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:04,      +7,     -59,      +8,      +9,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:05,      +1,     -83,     +10,     +12,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:06,      -5,    -101,     +13,     +13,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:07,     -14,    -125,     +15,     +14,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:08,     -22,    -148,     +20,     +16,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:09,     -31,    -175,     +24,     +18,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:10,     -36,    -201,     +27,     +18,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:11,     -42,    -229,     +30,     +20,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:12,     -47,    -255,     +34,     +21,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:13,     -51,    -278,     +36,     +23,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:14,     -55,    -303,     +39,     +24,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:15,     -57,    -331,     +43,     +27,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:16,     -58,    -361,     +45,     +28,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:17,     -54,    -396,     +48,     +30,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:18,     -48,    -431,     +51,     +33,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:19,     -39,    -473,     +54,     +34,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:20,     -39,    -504,     +57,     +36,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:21,     -46,    -530,     +59,     +39,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:22,     -50,    -555,     +59,     +43,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:23,     -51,    -579,     +61,     +46,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:24,     -52,    -603,     +61,     +49,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:25,     -63,    -624,     +63,     +51,****I***,****I***,-*******,-*******,-*******,+*******
2021/07/25 13:33:26,     -73,    -649,     +66,     +53,****I***,****I***,-*******,-*******,-*******,+*******
