Test ID:,Date Tested:,Time:,Test Type:,Diameter Avg. (mm):,Cyl. Corr. Factor:,Height (mm):,Age (days):,Weight (kN):,Break Type:,Ramp Rate (MPa/s):,Load at Break (kN):,Stress at Break (MPa):
12,7/15/2021,05:42,Cylinder,150,1,300,0,3.6,3,0.25,1725.98,97.67
Sample Time,Load (kN),Stress (MPa),Long. Strain,Trans. Strain,Chan1 Deflection (mm),Chan2 Deflection (mm)
0:0:8.692,6.51219642239889,0.36542213584055,0,0.000885,0,0
0:0:8.793,8.15359019279862,0.461948737760695,0,0.000885,0,0
0:0:8.895,8.38489771599857,0.475738252320716,0,0.000885,0,0
0:0:8.993,8.38489771599857,0.475738252320716,0,0.000885,0,0
0:0:9.091,8.79858232479851,0.496422524160747,0,0.000885,0,0
0:0:9.190,8.8564092055985,0.503317281440757,0,0.000885,0,0
0:0:9.291,9.03433806959847,0.510212038720767,0,0.000885,0,0
0:0:9.392,9.03433806959847,0.510212038720767,0,0.000885,0,0
0:0:9.490,8.97206296719848,0.510212038720767,0,0.000885,0,0
0:0:9.587,8.91423608639849,0.503317281440757,0,0.000885,0,0
0:0:9.687,8.91423608639849,0.503317281440757,0,0.000885,0,0
0:0:9.788,9.79498396319834,0.55158058240083,0,0.000885,0,0
0:0:9.888,9.79498396319834,0.55158058240083,0,0.000885,0,0
0:0:9.988,10.6179049591982,0.599843883360902,0,0.000885,0,0
0:0:10.084,10.6179049591982,0.599843883360902,0,0.000885,0,0
0:0:10.184,11.845614120798,0.668791456161006,0,0.000885,0,0
0:0:10.285,12.3749524911979,0.703265242561058,0,0.000885,0,0
0:0:10.386,12.7841888783978,0.723949514401089,0,0.000885,0,0
0:0:10.484,12.7841888783978,0.723949514401089,0,0.000885,0,0
0:0:10.582,12.6685351167978,0.717054757121078,0,0.000885,0,0
0:0:10.681,13.8428656191976,0.786002329921182,0,0.000885,0,0
0:0:10.782,13.7850387383977,0.779107572641172,0,0.000885,0,0
0:0:10.882,13.7850387383977,0.779107572641172,0,0.000885,0,0
0:0:10.982,14.1942751255976,0.799791844481203,0,0.000885,0,0
0:0:11.080,15.1328498831974,0.854949902721286,0,0.000885,0,0
0:0:11.177,15.1328498831974,0.854949902721286,0,0.000885,0,0
0:0:11.279,15.6577400319973,0.889423689121338,0,0.000885,0,0
0:0:11.378,16.4806610279972,0.9307922328014,0,0.000885,0,0
0:0:11.478,16.5963147895972,0.93768699008141,0,0.000885,0,0
0:0:11.576,16.5963147895972,0.93768699008141,0,0.000885,0,0
0:0:11.674,16.7742436535972,0.951476504641431,0,0.000885,0,0
