Test ID:	Date Tested:	Time:	Test Type:	Diameter Avg. (mm):	Cyl. Corr. Factor:	Height (mm):	Age (days):	Weight (kN):	Break Type:	Ramp Rate (MPa/s):	Load at Break (kN):	Stress at Break (MPa):
12	6/6/2021	2:06	Cylinder	150	1	300	0	13.39	Invalid/No Break	0.25	1625.29	91.97
Column1	Sample Time	Load (kN)	Stress (MPa)	Long. Strain	Trans. Strain	Chan1 Deflection (mm)	Chan2 Deflection (mm)					
6.00	01:38.4	433.0165799	24.50396737	0	0.000885	0	0					
7.00	01:38.5	433.2523356	24.51775689	0	0.000885	0	0					
8.00	01:38.6	433.661572	24.53844116	0	0.000885	0	0					
9.00	01:38.7	434.364391	24.5798097	0	0.000885	0	0					
10.00	01:38.8	434.364391	24.5798097	0	0.000885	0	0					
1.00	01:38.9	434.6001468	24.59359922	0	0.000885	0	0					
2.00	01:39.0	435.4230678	24.64186252	0	0.000885	0	0					
3.00	01:39.1	435.8323041	24.66254679	0	0.000885	0	0					
4.00	01:39.2	435.8323041	24.66254679	0	0.000885	0	0					
5.00	01:39.3	437.1222884	24.73838912	0	0.000885	0	0					
6.00	01:39.4	437.1801153	24.73838912	0	0.000885	0	0					
7.00	01:39.5	438.11869	24.79354718	0	0.000885	0	0					
8.00	01:39.6	438.11869	24.79354718	0	0.000885	0	0					
9.00	01:39.7	437.9452094	24.77975766	0	0.000885	0	0					
10.00	01:39.8	439.1150917	24.84870524	0	0.000885	0	0					
1.00	01:39.9	439.1150917	24.84870524	0	0.000885	0	0					
2.00	01:40.0	439.1150917	24.84870524	0	0.000885	0	0					
3.00	01:40.1	439.9958396	24.89696854	0	0.000885	0	0					
4.00	01:40.2	440.5251779	24.93144232	0	0.000885	0	0					
5.00	01:40.3	440.5251779	24.93144232	0	0.000885	0	0					
6.00	01:40.4	441.5794065	24.98660038	0	0.000885	0	0					
7.00	01:40.5	441.8729891	25.00728465	0	0.000885	0	0					
8.00	01:40.6	442.8693907	25.06244271	0	0.000885	0	0					
9.00	01:40.7	442.8693907	25.06244271	0	0.000885	0	0					
10.00	01:40.8	443.1629733	25.07623223	0	0.000885	0	0					
1.00	01:40.9	444.159375	25.13139029	0	0.000885	0	0					
2.00	01:41.0	444.4529576	25.15207456	0	0.000885	0	0					
3.00	01:41.1	444.4529576	25.15207456	0	0.000885	0	0					
4.00	01:41.2	445.2180517	25.1934431	0	0.000885	0	0					
5.00	01:41.3	445.8630439	25.22791689	0	0.000885	0	0					
6.00	01:41.4	446.1521783	25.24860116	0	0.000885	0	0					
7.00	01:41.5	446.1521783	25.24860116	0	0.000885	0	0					
8.00	01:41.6	447.090753	25.29686446	0	0.000885	0	0					
9.00	01:41.7	447.913674	25.34512776	0	0.000885	0	0					
10.00	01:41.8	447.913674	25.34512776	0	0.000885	0	0					
1.00	01:41.9	448.0293278	25.35202252	0	0.000885	0	0					
2.00	01:42.0	448.4430124	25.37960155	0	0.000885	0	0					
3.00	01:42.1	449.0301776	25.40718058	0	0.000885	0	0					
4.00	01:42.2	449.0301776	25.40718058	0	0.000885	0	0					
5.00	01:42.3	450.142233	25.47612815	0	0.000885	0	0					
6.00	01:42.4	450.2000599	25.47612815	0	0.000885	0	0					
7.00	01:42.5	451.6101462	25.55886524	0	0.000885	0	0					
8.00	01:42.6	451.6101462	25.55886524	0	0.000885	0	0					
9.00	01:42.7	451.6101462	25.55886524	0	0.000885	0	0					
10.00	01:42.8	452.4864458	25.60712854	0	0.000885	0	0					
1.00	01:42.9	452.6065478	25.6140233	0	0.000885	0	0					
2.00	01:43.0	452.6065478	25.6140233	0	0.000885	0	0					
3.00	01:43.1	453.4872957	25.6622866	0	0.000885	0	0					
4.00	01:43.2	454.0121858	25.68986563	0	0.000885	0	0					
5.00	01:43.3	454.0121858	25.68986563	0	0.000885	0	0					
6.00	01:43.4	453.8965321	25.68297087	0	0.000885	0	0					
7.00	01:43.5	454.4836973	25.71744465	0	0.000885	0	0					
8.00	01:43.5	454.8929337	25.74502368	0	0.000885	0	0					
9.00	01:43.6	454.8929337	25.74502368	0	0.000885	0	0					
10.00	01:43.7	456.0094373	25.8070765	0	0.000885	0	0					
1.00	01:43.8	456.0094373	25.8070765	0	0.000885	0	0					
2.00	01:43.9	457.2371465	25.87602407	0	0.000885	0	0					
3.00	01:44.0	457.2371465	25.87602407	0	0.000885	0	0					
4.00	01:44.1	457.5307291	25.88981359	0	0.000885	0	0					
5.00	01:44.2	458.7050596	25.95876116	0	0.000885	0	0					
6.00	01:44.3	459.0564691	25.97944543	0	0.000885	0	0					
7.00	01:44.4	459.0564691	25.97944543	0	0.000885	0	0					
8.00	01:44.5	459.937217	26.02770873	0	0.000885	0	0					
9.00	01:44.6	460.0528708	26.03460349	0	0.000885	0	0					
10.00	01:44.7	460.0528708	26.03460349	0	0.000885	0	0					
1.00	01:44.8	461.0537206	26.08976155	0	0.000885	0	0					
2.00	01:44.9	461.462957	26.11044582	0	0.000885	0	0					
3.00	01:45.0	462.2236029	26.15870912	0	0.000885	0	0					
4.00	01:45.1	462.2236029	26.15870912	0	0.000885	0	0					
5.00	01:45.2	462.6372875	26.17939339	0	0.000885	0	0					
6.00	01:45.3	463.2822796	26.21386718	0	0.000885	0	0					
7.00	01:45.4	464.5099888	26.28281475	0	0.000885	0	0					
8.00	01:45.5	464.5099888	26.28281475	0	0.000885	0	0					
9.00	01:45.6	465.0393272	26.31728854	0	0.000885	0	0					
10.00	01:45.7	466.0357288	26.3724466	0	0.000885	0	0					
1.00	01:45.8	466.0357288	26.3724466	0	0.000885	0	0					
2.00	01:45.9	466.0357288	26.3724466	0	0.000885	0	0					
3.00	01:46.0	467.2100593	26.44139417	0	0.000885	0	0					
4.00	01:46.1	467.3257131	26.44828893	0	0.000885	0	0					
5.00	01:46.2	468.206461	26.49655223	0	0.000885	0	0					
6.00	01:46.3	468.206461	26.49655223	0	0.000885	0	0					
7.00	01:46.4	468.5000436	26.51034174	0	0.000885	0	0					
8.00	01:46.5	469.2606895	26.55171029	0	0.000885	0	0					
9.00	01:46.6	469.2606895	26.55171029	0	0.000885	0	0					
10.00	01:46.7	469.732201	26.57928931	0	0.000885	0	0					
1.00	01:46.8	470.0836105	26.59997359	0	0.000885	0	0					
2.00	01:46.9	471.4892485	26.68271067	0	0.000885	0	0					
3.00	01:47.0	471.4892485	26.68271067	0	0.000885	0	0					
4.00	01:47.1	470.9643583	26.64823689	0	0.000885	0	0					
5.00	01:47.2	471.4314216	26.67581592	0	0.000885	0	0					
6.00	01:47.3	471.9029331	26.70339495	0	0.000885	0	0					
7.00	01:47.4	471.9029331	26.70339495	0	0.000885	0	0					
8.00	01:47.5	472.783681	26.75165825	0	0.000885	0	0					
9.00	01:47.6	473.2507442	26.77923728	0	0.000885	0	0					
10.00	01:47.7	473.2507442	26.77923728	0	0.000885	0	0					
1.00	01:47.8	473.2507442	26.77923728	0	0.000885	0	0					
2.00	01:47.9	474.4829016	26.84818485	0	0.000885	0	0					
3.00	01:48.0	474.4250747	26.84818485	0	0.000885	0	0					
4.00	01:48.1	474.4250747	26.84818485	0	0.000885	0	0					
5.00	01:48.2	475.594957	26.91023766	0	0.000885	0	0					
6.00	01:48.3	476.1242954	26.94471145	0	0.000885	0	0					
7.00	01:48.4	476.7114607	26.97918524	0	0.000885	0	0					
8.00	01:48.5	476.7114607	26.97918524	0	0.000885	0	0					
9.00	01:48.6	478.1170987	27.05502757	0	0.000885	0	0					
10.00	01:48.7	478.3528544	27.06881708	0	0.000885	0	0					
1.00	01:48.8	479.5850118	27.13776465	0	0.000885	0	0					
2.00	01:48.9	479.5850118	27.13776465	0	0.000885	0	0					
3.00	01:49.0	479.5271849	27.13776465	0	0.000885	0	0					
4.00	01:49.1	480.7593423	27.20671223	0	0.000885	0	0					
5.00	01:49.2	480.7593423	27.20671223	0	0.000885	0	0					
6.00	01:49.3	480.8171692	27.20671223	0	0.000885	0	0					
7.00	01:49.4	481.5778151	27.25497553	0	0.000885	0	0					
8.00	01:49.5	481.8713977	27.26876504	0	0.000885	0	0					
9.00	01:49.6	481.8713977	27.26876504	0	0.000885	0	0					
10.00	01:49.7	482.8099725	27.3239231	0	0.000885	0	0					
1.00	01:49.8	482.5163898	27.30323883	0	0.000885	0	0					
2.00	01:49.9	483.7485472	27.3721864	0	0.000885	0	0					
3.00	01:50.0	483.7485472	27.3721864	0	0.000885	0	0					
4.00	01:50.1	484.2778856	27.40666019	0	0.000885	0	0					
5.00	01:50.2	485.0385315	27.44802873	0	0.000885	0	0					
6.00	01:50.3	485.5678699	27.47560776	0	0.000885	0	0					
7.00	01:50.4	485.5678699	27.47560776	0	0.000885	0	0					
8.00	01:50.5	486.2706889	27.5169763	0	0.000885	0	0					
9.00	01:50.6	486.6799253	27.53766058	0	0.000885	0	0					
10.00	01:50.7	487.3871925	27.57902912	0	0.000885	0	0					
1.00	01:50.8	487.3871925	27.57902912	0	0.000885	0	0					
2.00	01:50.9	487.738602	27.59971339	0	0.000885	0	0					
3.00	01:51.0	489.14424	27.68245048	0	0.000885	0	0					
4.00	01:51.1	489.3221689	27.68934524	0	0.000885	0	0					
5.00	01:51.2	489.3221689	27.68934524	0	0.000885	0	0					
6.00	01:51.3	490.4342243	27.75139805	0	0.000885	0	0					
7.00	01:51.4	490.4342243	27.75139805	0	0.000885	0	0					
8.00	01:51.5	490.4342243	27.75139805	0	0.000885	0	0					
9.00	01:51.6	490.7856338	27.77208232	0	0.000885	0	0					
10.00	01:51.7	491.372799	27.80655611	0	0.000885	0	0					
1.00	01:51.8	492.4314758	27.86860893	0	0.000885	0	0					
2.00	01:51.9	492.4314758	27.86860893	0	0.000885	0	0					
3.00	01:52.0	492.7828853	27.88239844	0	0.000885	0	0					
4.00	01:52.1	493.2499486	27.90997747	0	0.000885	0	0					
5.00	01:52.2	494.0728696	27.95824077	0	0.000885	0	0					
6.00	01:52.3	494.0728696	27.95824077	0	0.000885	0	0					
7.00	01:52.4	494.5399328	27.9858198	0	0.000885	0	0					
8.00	01:52.5	495.4785076	28.04097786	0	0.000885	0	0					
9.00	01:52.6	495.7720902	28.05476737	0	0.000885	0	0					
10.00	01:52.7	495.7720902	28.05476737	0	0.000885	0	0					
1.00	01:52.8	496.710665	28.10992543	0	0.000885	0	0					
2.00	01:52.9	496.8263187	28.11682019	0	0.000885	0	0					
3.00	01:53.0	497.7070666	28.16508349	0	0.000885	0	0					
4.00	01:53.1	497.7070666	28.16508349	0	0.000885	0	0					
5.00	01:53.2	497.6492397	28.15818873	0	0.000885	0	0					
6.00	01:53.3	498.8813971	28.23403106	0	0.000885	0	0					
7.00	01:53.4	498.8813971	28.23403106	0	0.000885	0	0					
8.00	01:53.5	499.2328066	28.24782058	0	0.000885	0	0					
9.00	01:53.6	500.464964	28.32366291	0	0.000885	0	0					
10.00	01:53.7	500.7585466	28.33745242	0	0.000885	0	0					
1.00	01:53.8	500.7585466	28.33745242	0	0.000885	0	0					
2.00	01:53.9	501.6971214	28.39261048	0	0.000885	0	0					
3.00	01:54.0	500.8163735	28.33745242	0	0.000885	0	0					
4.00	01:54.1	502.3421135	28.42708427	0	0.000885	0	0					
5.00	01:54.2	502.3421135	28.42708427	0	0.000885	0	0					
6.00	01:54.3	502.3421135	28.42708427	0	0.000885	0	0					
7.00	01:54.4	503.2806883	28.48224232	0	0.000885	0	0					
8.00	01:54.5	503.6899247	28.5029266	0	0.000885	0	0					
9.00	01:54.6	503.6899247	28.5029266	0	0.000885	0	0					
10.00	01:54.7	504.6284994	28.55808465	0	0.000885	0	0					
1.00	01:54.8	505.1578378	28.58566368	0	0.000885	0	0					
2.00	01:54.9	505.9763106	28.63392698	0	0.000885	0	0					
3.00	01:55.0	505.9763106	28.63392698	0	0.000885	0	0					
4.00	01:55.1	506.5056489	28.66150601	0	0.000885	0	0					
5.00	01:55.2	507.0349873	28.68908504	0	0.000885	0	0					
6.00	01:55.3	507.7378063	28.73045359	0	0.000885	0	0					
7.00	01:55.4	507.7378063	28.73045359	0	0.000885	0	0					
8.00	01:55.5	508.3827984	28.77182213	0	0.000885	0	0					
9.00	01:55.6	508.8498617	28.7925064	0	0.000885	0	0					
10.00	01:55.7	508.8498617	28.7925064	0	0.000885	0	0					
1.00	01:55.8	509.437027	28.82698019	0	0.000885	0	0					
2.00	01:55.9	509.9085385	28.85455922	0	0.000885	0	0					
3.00	01:56.0	510.3756017	28.88213825	0	0.000885	0	0					
4.00	01:56.1	510.3756017	28.88213825	0	0.000885	0	0					
5.00	01:56.2	511.3141765	28.9372963	0	0.000885	0	0					
6.00	01:56.3	511.665586	28.95108582	0	0.000885	0	0					
7.00	01:56.4	512.1949244	28.98555961	0	0.000885	0	0					
8.00	01:56.5	512.1949244	28.98555961	0	0.000885	0	0					
9.00	01:56.6	512.7820896	29.02003339	0	0.000885	0	0					
10.00	01:56.7	513.3069798	29.04761242	0	0.000885	0	0					
1.00	01:56.8	514.4813103	29.11655999	0	0.000885	0	0					
2.00	01:56.9	514.4813103	29.11655999	0	0.000885	0	0					
3.00	01:57.0	514.6014122	29.12345475	0	0.000885	0	0					
4.00	01:57.1	516.0648771	29.20619184	0	0.000885	0	0					
5.00	01:57.2	516.0648771	29.20619184	0	0.000885	0	0					
6.00	01:57.3	516.0648771	29.20619184	0	0.000885	0	0					
7.00	01:57.4	517.3548614	29.27513941	0	0.000885	0	0					
8.00	01:57.5	517.1235539	29.2613499	0	0.000885	0	0					
9.00	01:57.6	518.8227745	29.3578765	0	0.000885	0	0					
10.00	01:57.7	518.8227745	29.3578765	0	0.000885	0	0					
1.00	01:57.8	519.174184	29.37856077	0	0.000885	0	0					
2.00	01:57.9	519.7613493	29.41303456	0	0.000885	0	0					
3.00	01:58.0	519.7613493	29.41303456	0	0.000885	0	0					
4.00	01:58.1	520.1705857	29.43371883	0	0.000885	0	0					
5.00	01:58.2	519.4099398	29.39235028	0	0.000885	0	0					
6.00	01:58.3	520.9935067	29.48198213	0	0.000885	0	0					
7.00	01:58.4	520.9935067	29.48198213	0	0.000885	0	0					
8.00	01:58.5	520.8155778	29.47508737	0	0.000885	0	0					
9.00	01:58.6	521.4605699	29.50956116	0	0.000885	0	0					
10.00	01:58.7	522.1055621	29.54403494	0	0.000885	0	0					
1.00	01:58.8	522.1055621	29.54403494	0	0.000885	0	0					
2.00	01:58.9	523.1019637	29.599193	0	0.000885	0	0					
3.00	01:59.0	523.1642388	29.60608776	0	0.000885	0	0					
4.00	01:59.1	524.391948	29.67503533	0	0.000885	0	0					
5.00	01:59.2	524.391948	29.67503533	0	0.000885	0	0					
6.00	01:59.3	524.6855306	29.68882485	0	0.000885	0	0					
7.00	01:59.4	525.917688	29.75777242	0	0.000885	0	0					
8.00	01:59.5	525.8598611	29.75777242	0	0.000885	0	0					
9.00	01:59.6	525.8598611	29.75777242	0	0.000885	0	0					
10.00	01:59.7	527.2699474	29.84050951	0	0.000885	0	0					
1.00	01:59.8	527.3277742	29.84050951	0	0.000885	0	0					
2.00	01:59.9	528.7334123	29.9232466	0	0.000885	0	0					
3.00	02:00.0	528.7334123	29.9232466	0	0.000885	0	0					
4.00	02:00.1	528.5599316	29.90945708	0	0.000885	0	0					
5.00	02:00.2	529.5563333	29.96461514	0	0.000885	0	0					
6.00	02:00.3	529.5563333	29.96461514	0	0.000885	0	0					
7.00	02:00.4	529.4985064	29.96461514	0	0.000885	0	0					
8.00	02:00.5	530.4370811	30.0197732	0	0.000885	0	0					
9.00	02:00.6	531.0197982	30.04735223	0	0.000885	0	0					
10.00	02:00.7	531.0197982	30.04735223	0	0.000885	0	0					
1.00	02:00.8	531.4334828	30.07493126	0	0.000885	0	0					
2.00	02:00.9	532.1941287	30.1162998	0	0.000885	0	0					
3.00	02:01.0	532.6656402	30.14387883	0	0.000885	0	0					
4.00	02:01.1	532.6656402	30.14387883	0	0.000885	0	0					
5.00	02:01.2	533.4262861	30.18524737	0	0.000885	0	0					
6.00	02:01.3	534.0712782	30.21972116	0	0.000885	0	0					
7.00	02:01.4	534.5427897	30.24730019	0	0.000885	0	0					
8.00	02:01.5	534.5427897	30.24730019	0	0.000885	0	0					
9.00	02:01.6	534.9520261	30.27487922	0	0.000885	0	0					
10.00	02:01.7	535.7704988	30.31624776	0	0.000885	0	0					
1.00	02:01.8	536.0640815	30.33693203	0	0.000885	0	0					
2.00	02:01.9	536.0640815	30.33693203	0	0.000885	0	0					
3.00	02:02.0	537.1227582	30.39209009	0	0.000885	0	0					
4.00	02:02.1	537.8255772	30.43345863	0	0.000885	0	0					
5.00	02:02.2	537.8255772	30.43345863	0	0.000885	0	0					
6.00	02:02.3	538.2926405	30.46103766	0	0.000885	0	0					
7.00	02:02.4	539.2934903	30.51619572	0	0.000885	0	0					
8.00	02:02.5	539.5826247	30.53687999	0	0.000885	0	0					
9.00	02:02.6	539.5826247	30.53687999	0	0.000885	0	0					
10.00	02:02.7	539.8762074	30.55066951	0	0.000885	0	0					
1.00	02:02.8	540.6413015	30.59203805	0	0.000885	0	0					
2.00	02:02.9	540.6413015	30.59203805	0	0.000885	0	0					
3.00	02:03.0	540.6413015	30.59203805	0	0.000885	0	0					
4.00	02:03.1	542.0469395	30.67477514	0	0.000885	0	0					
5.00	02:03.2	541.8734589	30.66098562	0	0.000885	0	0					
6.00	02:03.3	541.8734589	30.66098562	0	0.000885	0	0					
7.00	02:03.4	542.8698605	30.72303844	0	0.000885	0	0					
8.00	02:03.5	543.3369238	30.74372271	0	0.000885	0	0					
9.00	02:03.6	543.7506084	30.77130174	0	0.000885	0	0					
10.00	02:03.7	543.7506084	30.77130174	0	0.000885	0	0					
1.00	02:03.8	544.5112543	30.81267028	0	0.000885	0	0					
2.00	02:03.9	545.6855848	30.88161786	0	0.000885	0	0					
3.00	02:04.0	545.9168923	30.89540737	0	0.000885	0	0					
4.00	02:04.1	545.9168923	30.89540737	0	0.000885	0	0					
5.00	02:04.2	546.7398133	30.93677592	0	0.000885	0	0					
6.00	02:04.3	546.8554671	30.94367067	0	0.000885	0	0					
7.00	02:04.4	546.8554671	30.94367067	0	0.000885	0	0					
8.00	02:04.5	547.6783881	30.99193397	0	0.000885	0	0					
9.00	02:04.6	547.9141438	31.00572349	0	0.000885	0	0					
10.00	02:04.7	549.1463012	31.07467106	0	0.000885	0	0					
1.00	02:04.8	549.1463012	31.07467106	0	0.000885	0	0					
2.00	02:04.9	549.4398838	31.08846058	0	0.000885	0	0					
3.00	02:05.0	550.2005297	31.13672388	0	0.000885	0	0					
4.00	02:05.1	550.4362854	31.15051339	0	0.000885	0	0					
5.00	02:05.2	550.4362854	31.15051339	0	0.000885	0	0					
6.00	02:05.3	551.2547582	31.19188193	0	0.000885	0	0					
7.00	02:05.4	551.7840966	31.22635572	0	0.000885	0	0					
8.00	02:05.5	551.8997504	31.23325048	0	0.000885	0	0					
9.00	02:05.6	551.8997504	31.23325048	0	0.000885	0	0					
10.00	02:05.7	553.016254	31.29530329	0	0.000885	0	0					
1.00	02:05.8	553.719073	31.33667184	0	0.000885	0	0					
2.00	02:05.9	554.1283094	31.35735611	0	0.000885	0	0					
3.00	02:06.0	554.1283094	31.35735611	0	0.000885	0	0					
4.00	02:06.1	554.7154746	31.3918299	0	0.000885	0	0					
5.00	02:06.2	555.5383956	31.4400932	0	0.000885	0	0					
6.00	02:06.3	556.2990415	31.48146174	0	0.000885	0	0					
7.00	02:06.4	556.2990415	31.48146174	0	0.000885	0	0					
8.00	02:06.5	557.0018605	31.52283028	0	0.000885	0	0					
9.00	02:06.6	558.176191	31.5848831	0	0.000885	0	0					
10.00	02:06.7	558.176191	31.5848831	0	0.000885	0	0					
1.00	02:06.8	558.2918448	31.59177786	0	0.000885	0	0					
2.00	02:06.9	559.1725927	31.64004116	0	0.000885	0	0					
3.00	02:07.0	559.6441042	31.66762019	0	0.000885	0	0					
4.00	02:07.1	559.6441042	31.66762019	0	0.000885	0	0					
5.00	02:07.2	559.9376868	31.68830446	0	0.000885	0	0					
6.00	02:07.3	560.9919153	31.74346252	0	0.000885	0	0					
7.00	02:07.4	560.4625769	31.71588349	0	0.000885	0	0					
8.00	02:07.5	560.4625769	31.71588349	0	0.000885	0	0					
9.00	02:07.6	561.7525612	31.79172582	0	0.000885	0	0					
10.00	02:07.6	561.8148363	31.79172582	0	0.000885	0	0					
1.00	02:07.7	561.8148363	31.79172582	0	0.000885	0	0					
2.00	02:07.8	562.7534111	31.84688388	0	0.000885	0	0					
3.00	02:08.0	563.5718838	31.88825242	0	0.000885	0	0					
4.00	02:08.0	563.7498127	31.90204193	0	0.000885	0	0					
5.00	02:08.1	563.7498127	31.90204193	0	0.000885	0	0					
6.00	02:08.2	564.6883875	31.95719999	0	0.000885	0	0					
7.00	02:08.3	564.216876	31.92962096	0	0.000885	0	0					
8.00	02:08.4	564.8618681	31.96409475	0	0.000885	0	0					
9.00	02:08.5	564.8618681	31.96409475	0	0.000885	0	0					
10.00	02:08.6	565.2755527	31.98477902	0	0.000885	0	0					
1.00	02:08.7	566.445435	32.05372659	0	0.000885	0	0					
2.00	02:08.8	566.6811907	32.06751611	0	0.000885	0	0					
3.00	02:08.9	566.6811907	32.06751611	0	0.000885	0	0					
4.00	02:09.0	567.5619386	32.11577941	0	0.000885	0	0					
5.00	02:09.1	568.0290019	32.14335844	0	0.000885	0	0					
6.00	02:09.2	569.5547419	32.23299028	0	0.000885	0	0					
7.00	02:09.3	569.5547419	32.23299028	0	0.000885	0	0					
8.00	02:09.4	570.199734	32.26746407	0	0.000885	0	0					
9.00	02:09.5	570.7868993	32.30193786	0	0.000885	0	0					
10.00	02:09.6	572.0768835	32.37088543	0	0.000885	0	0					
1.00	02:09.7	572.0768835	32.37088543	0	0.000885	0	0					
2.00	02:09.8	572.0768835	32.37088543	0	0.000885	0	0					
3.00	02:09.9	573.4825216	32.45362252	0	0.000885	0	0					
4.00	02:10.0	573.6026235	32.46051727	0	0.000885	0	0					
5.00	02:10.1	573.6026235	32.46051727	0	0.000885	0	0					
6.00	02:10.2	573.3668678	32.44672776	0	0.000885	0	0					
7.00	02:10.3	574.3632694	32.50188582	0	0.000885	0	0					
8.00	02:10.4	574.3632694	32.50188582	0	0.000885	0	0					
9.00	02:10.5	574.2476157	32.49499106	0	0.000885	0	0					
10.00	02:10.6	575.8890094	32.59151766	0	0.000885	0	0					
1.00	02:10.7	575.9468363	32.59151766	0	0.000885	0	0					
2.00	02:10.8	575.9468363	32.59151766	0	0.000885	0	0					
3.00	02:10.9	576.5340016	32.62599145	0	0.000885	0	0					
4.00	02:11.0	576.7697573	32.63978096	0	0.000885	0	0					
5.00	02:11.1	576.7697573	32.63978096	0	0.000885	0	0					
6.00	02:11.2	576.7697573	32.63978096	0	0.000885	0	0					
7.00	02:11.3	577.8239858	32.69493902	0	0.000885	0	0					
8.00	02:11.4	577.9440878	32.70183378	0	0.000885	0	0					
9.00	02:11.5	577.9440878	32.70183378	0	0.000885	0	0					
10.00	02:11.6	579.171797	32.77767611	0	0.000885	0	0					
1.00	02:11.7	579.5854816	32.79836038	0	0.000885	0	0					
2.00	02:11.8	580.5240564	32.85351844	0	0.000885	0	0					
3.00	02:11.9	580.5240564	32.85351844	0	0.000885	0	0					
4.00	02:12.0	581.400356	32.90178174	0	0.000885	0	0					
5.00	02:12.1	582.223277	32.95004504	0	0.000885	0	0					
6.00	02:12.2	582.6947885	32.97072931	0	0.000885	0	0					
7.00	02:12.3	582.6947885	32.97072931	0	0.000885	0	0					
8.00	02:12.4	582.6325134	32.97072931	0	0.000885	0	0					
9.00	02:12.5	583.6911901	33.03278213	0	0.000885	0	0					
10.00	02:12.6	584.3361823	33.06725591	0	0.000885	0	0					
1.00	02:12.7	584.3361823	33.06725591	0	0.000885	0	0					
2.00	02:12.8	584.9233475	33.1017297	0	0.000885	0	0					
3.00	02:12.9	585.4482377	33.12930873	0	0.000885	0	0					
4.00	02:13.0	585.7996472	33.149993	0	0.000885	0	0					
5.00	02:13.1	585.7996472	33.149993	0	0.000885	0	0					
6.00	02:13.2	586.9161508	33.21204582	0	0.000885	0	0					
7.00	02:13.3	586.7382219	33.20515106	0	0.000885	0	0					
8.00	02:13.4	586.7382219	33.20515106	0	0.000885	0	0					
9.00	02:13.5	588.0282062	33.27409863	0	0.000885	0	0					
10.00	02:13.6	587.8547255	33.26720388	0	0.000885	0	0					
1.00	02:13.7	589.2025367	33.34304621	0	0.000885	0	0					
2.00	02:13.8	589.2025367	33.34304621	0	0.000885	0	0					
3.00	02:13.9	589.5539462	33.36373048	0	0.000885	0	0					
4.00	02:14.0	590.7282767	33.42578329	0	0.000885	0	0					
5.00	02:14.1	590.7282767	33.42578329	0	0.000885	0	0					
6.00	02:14.2	590.7282767	33.42578329	0	0.000885	0	0					
7.00	02:14.3	592.0805361	33.50162562	0	0.000885	0	0					
8.00	02:14.4	591.7869534	33.48783611	0	0.000885	0	0					
9.00	02:14.5	592.7833551	33.54299417	0	0.000885	0	0					
10.00	02:14.6	592.7833551	33.54299417	0	0.000885	0	0					
1.00	02:14.7	593.0191108	33.55678368	0	0.000885	0	0					
2.00	02:14.8	593.1347646	33.56367844	0	0.000885	0	0					
3.00	02:14.9	593.664103	33.59125747	0	0.000885	0	0					
4.00	02:15.0	593.664103	33.59125747	0	0.000885	0	0					
5.00	02:15.1	593.9576856	33.61194174	0	0.000885	0	0					
6.00	02:15.2	595.0741892	33.67399456	0	0.000885	0	0					
7.00	02:15.3	595.0741892	33.67399456	0	0.000885	0	0					
8.00	02:15.4	595.3054967	33.68778407	0	0.000885	0	0					
9.00	02:15.5	596.6577561	33.7636264	0	0.000885	0	0					
10.00	02:15.6	596.6577561	33.7636264	0	0.000885	0	0					
1.00	02:15.7	596.6577561	33.7636264	0	0.000885	0	0					
2.00	02:15.8	597.5963309	33.81878446	0	0.000885	0	0					
3.00	02:15.9	598.4192518	33.860153	0	0.000885	0	0					
4.00	02:16.0	599.064244	33.90152155	0	0.000885	0	0					
5.00	02:16.1	599.064244	33.90152155	0	0.000885	0	0					
6.00	02:16.2	599.767063	33.94289009	0	0.000885	0	0					
7.00	02:16.3	600.1184725	33.9566796	0	0.000885	0	0					
8.00	02:16.4	601.1193224	34.01873242	0	0.000885	0	0					
9.00	02:16.5	601.1193224	34.01873242	0	0.000885	0	0					
10.00	02:16.6	601.1771492	34.01873242	0	0.000885	0	0					
1.00	02:16.7	602.115724	34.07389048	0	0.000885	0	0					
2.00	02:16.8	602.5249604	34.09457475	0	0.000885	0	0					
3.00	02:16.9	602.5249604	34.09457475	0	0.000885	0	0					
4.00	02:17.0	603.641464	34.15662757	0	0.000885	0	0					
5.00	02:17.1	603.8193929	34.17041708	0	0.000885	0	0					
6.00	02:17.2	603.8193929	34.17041708	0	0.000885	0	0					
7.00	02:17.3	604.7001407	34.21868038	0	0.000885	0	0					
8.00	02:17.4	604.9358965	34.2324699	0	0.000885	0	0					
9.00	02:17.5	605.9322981	34.28762795	0	0.000885	0	0					
10.00	02:17.6	605.9322981	34.28762795	0	0.000885	0	0					
1.00	02:17.7	606.4616365	34.31520698	0	0.000885	0	0					
2.00	02:17.8	607.5736919	34.38415456	0	0.000885	0	0					
3.00	02:17.9	607.5736919	34.38415456	0	0.000885	0	0					
4.00	02:18.0	607.5736919	34.38415456	0	0.000885	0	0					
5.00	02:18.1	607.9295496	34.40483883	0	0.000885	0	0					
6.00	02:18.2	608.8681244	34.45310213	0	0.000885	0	0					
7.00	02:18.3	609.4552896	34.48757591	0	0.000885	0	0					
8.00	02:18.4	609.4552896	34.48757591	0	0.000885	0	0					
9.00	02:18.5	609.864526	34.50826019	0	0.000885	0	0					
10.00	02:18.6	610.1581087	34.52894446	0	0.000885	0	0					
1.00	02:18.7	610.1581087	34.52894446	0	0.000885	0	0					
