Test ID:	Date Tested:	Time:	Test Type:	Diameter Avg. (mm):	Cyl. Corr. Factor:	Height (mm):	Age (days):	Weight (kN):	Break Type:	Ramp Rate (MPa/s):	Load at Break (kN):	Stress at Break (MPa):
12	6/6/2021	2:06	Cylinder	150	1	300	0	13.39	Invalid/No Break	0.25	1625.29	91.97
Column1	Sample Time	Load (kN)	Stress (MPa)	Long. Strain	Trans. Strain	Chan1 Deflection (mm)	Chan2 Deflection (mm)					
5.00	03:13.0	851.3540285	48.17366912	0	0.000885	0	0					
6.00	03:13.1	851.2962016	48.17366912	0	0.000885	0	0					
7.00	03:13.2	851.2962016	48.17366912	0	0.000885	0	0					
8.00	03:13.3	852.0568475	48.21503766	0	0.000885	0	0					
9.00	03:13.4	852.528359	48.24261669	0	0.000885	0	0					
10.00	03:13.5	852.2926032	48.22882717	0	0.000885	0	0					
1.00	03:13.6	852.2926032	48.22882717	0	0.000885	0	0					
2.00	03:13.7	853.7026895	48.31156426	0	0.000885	0	0					
3.00	03:13.8	853.5825875	48.3046695	0	0.000885	0	0					
4.00	03:13.9	855.1661544	48.39430135	0	0.000885	0	0					
5.00	03:14.0	855.1661544	48.39430135	0	0.000885	0	0					
6.00	03:14.1	855.3440832	48.40119611	0	0.000885	0	0					
7.00	03:14.2	856.1670042	48.44945941	0	0.000885	0	0					
8.00	03:14.3	857.1634059	48.50461746	0	0.000885	0	0					
9.00	03:14.4	857.1634059	48.50461746	0	0.000885	0	0					
10.00	03:14.5	857.5770905	48.53219649	0	0.000885	0	0					
1.00	03:14.6	857.9285	48.54598601	0	0.000885	0	0					
2.00	03:14.7	858.9249016	48.60803882	0	0.000885	0	0					
3.00	03:14.8	858.9249016	48.60803882	0	0.000885	0	0					
4.00	03:14.9	858.631319	48.58735455	0	0.000885	0	0					
5.00	03:15.0	859.8056495	48.65630213	0	0.000885	0	0					
6.00	03:15.1	859.9213033	48.66319688	0	0.000885	0	0					
7.00	03:15.2	859.9213033	48.66319688	0	0.000885	0	0					
8.00	03:15.3	861.0378069	48.7252497	0	0.000885	0	0					
9.00	03:15.4	861.3313895	48.73903921	0	0.000885	0	0					
10.00	03:15.5	861.3313895	48.73903921	0	0.000885	0	0					
1.00	03:15.6	862.0342085	48.78040776	0	0.000885	0	0					
2.00	03:15.7	862.2121374	48.79419727	0	0.000885	0	0					
3.00	03:15.8	862.8571295	48.82867106	0	0.000885	0	0					
4.00	03:15.9	862.8571295	48.82867106	0	0.000885	0	0					
5.00	03:16.0	863.3864679	48.85625009	0	0.000885	0	0					
6.00	03:16.1	863.7378774	48.87693436	0	0.000885	0	0					
7.00	03:16.2	864.6186253	48.92519766	0	0.000885	0	0					
8.00	03:16.3	864.6186253	48.92519766	0	0.000885	0	0					
9.00	03:16.4	865.4415463	48.97346096	0	0.000885	0	0					
10.00	03:16.5	865.9086095	49.00103999	0	0.000885	0	0					
1.00	03:16.6	866.8516325	49.05619805	0	0.000885	0	0					
2.00	03:16.7	866.8516325	49.05619805	0	0.000885	0	0					
3.00	03:16.8	867.2608689	49.07688232	0	0.000885	0	0					
4.00	03:16.9	868.4351994	49.14582989	0	0.000885	0	0					
5.00	03:17.0	868.9022627	49.16651416	0	0.000885	0	0					
6.00	03:17.1	868.9022627	49.16651416	0	0.000885	0	0					
7.00	03:17.2	870.0765932	49.23546174	0	0.000885	0	0					
8.00	03:17.3	870.0187663	49.23546174	0	0.000885	0	0					
9.00	03:17.4	870.0187663	49.23546174	0	0.000885	0	0					
10.00	03:17.5	871.7224352	49.33198834	0	0.000885	0	0					
1.00	03:17.6	871.2509237	49.30440931	0	0.000885	0	0					
2.00	03:17.7	871.7802621	49.33198834	0	0.000885	0	0					
3.00	03:17.8	871.7802621	49.33198834	0	0.000885	0	0					
4.00	03:17.9	872.0738447	49.35267261	0	0.000885	0	0					
5.00	03:18.0	872.7766637	49.3871464	0	0.000885	0	0					
6.00	03:18.1	873.8353404	49.44919921	0	0.000885	0	0					
7.00	03:18.2	873.8353404	49.44919921	0	0.000885	0	0					
8.00	03:18.3	873.8353404	49.44919921	0	0.000885	0	0					
9.00	03:18.4	875.0674978	49.51814679	0	0.000885	0	0					
10.00	03:18.5	875.0674978	49.51814679	0	0.000885	0	0					
1.00	03:18.6	875.0674978	49.51814679	0	0.000885	0	0					
2.00	03:18.7	876.3574821	49.59398912	0	0.000885	0	0					
3.00	03:18.8	875.8904188	49.56641009	0	0.000885	0	0					
4.00	03:18.9	877.4161588	49.64914717	0	0.000885	0	0					
5.00	03:19.0	877.4161588	49.64914717	0	0.000885	0	0					
6.00	03:19.1	877.1804031	49.63535766	0	0.000885	0	0					
7.00	03:19.2	878.2969067	49.70430523	0	0.000885	0	0					
8.00	03:19.3	878.4125605	49.71119999	0	0.000885	0	0					
9.00	03:19.4	878.4125605	49.71119999	0	0.000885	0	0					
10.00	03:19.5	879.2933083	49.75946329	0	0.000885	0	0					
1.00	03:19.6	879.8226467	49.78704232	0	0.000885	0	0					
2.00	03:19.7	880.5832926	49.82841086	0	0.000885	0	0					
3.00	03:19.8	880.5832926	49.82841086	0	0.000885	0	0					
4.00	03:19.9	880.8768752	49.84909513	0	0.000885	0	0					
5.00	03:20.0	881.6419693	49.89046368	0	0.000885	0	0					
6.00	03:20.1	881.6419693	49.89046368	0	0.000885	0	0					
7.00	03:20.2	882.3447884	49.93183222	0	0.000885	0	0					
8.00	03:20.3	883.1677094	49.98009552	0	0.000885	0	0					
9.00	03:20.4	883.3456382	49.98699028	0	0.000885	0	0					
10.00	03:20.5	883.3456382	49.98699028	0	0.000885	0	0					
1.00	03:20.6	884.284213	50.04214834	0	0.000885	0	0					
2.00	03:20.7	884.5777956	50.05593785	0	0.000885	0	0					
3.00	03:20.8	885.5163704	50.11109591	0	0.000885	0	0					
4.00	03:20.9	885.5163704	50.11109591	0	0.000885	0	0					
5.00	03:21.0	885.809953	50.12488543	0	0.000885	0	0					
6.00	03:21.1	887.1577641	50.20072776	0	0.000885	0	0					
7.00	03:21.2	887.2778661	50.20762251	0	0.000885	0	0					
8.00	03:21.3	887.2778661	50.20762251	0	0.000885	0	0					
9.00	03:21.4	888.2164409	50.26278057	0	0.000885	0	0					
10.00	03:21.5	888.6256773	50.28346484	0	0.000885	0	0					
1.00	03:21.6	890.0935904	50.36620193	0	0.000885	0	0					
2.00	03:21.7	890.0935904	50.36620193	0	0.000885	0	0					
3.00	03:21.8	889.8578346	50.35241242	0	0.000885	0	0					
4.00	03:21.9	890.507275	50.39378096	0	0.000885	0	0					
5.00	03:22.0	890.507275	50.39378096	0	0.000885	0	0					
6.00	03:22.1	891.0321651	50.42135999	0	0.000885	0	0					
7.00	03:22.2	891.7394324	50.46272853	0	0.000885	0	0					
8.00	03:22.3	891.8550861	50.46962329	0	0.000885	0	0					
9.00	03:22.4	891.8550861	50.46962329	0	0.000885	0	0					
10.00	03:22.5	892.3844245	50.49720232	0	0.000885	0	0					
1.00	03:22.6	893.2073455	50.54546562	0	0.000885	0	0					
2.00	03:22.7	892.9715898	50.53167611	0	0.000885	0	0					
3.00	03:22.8	892.9715898	50.53167611	0	0.000885	0	0					
4.00	03:22.9	894.2037471	50.60062368	0	0.000885	0	0					
5.00	03:23.0	894.3772278	50.61441319	0	0.000885	0	0					
6.00	03:23.1	895.6138334	50.68336077	0	0.000885	0	0					
7.00	03:23.2	895.6138334	50.68336077	0	0.000885	0	0					
8.00	03:23.3	895.3780776	50.66957125	0	0.000885	0	0					
9.00	03:23.4	896.6680619	50.73851882	0	0.000885	0	0					
10.00	03:23.5	896.610235	50.73851882	0	0.000885	0	0					
1.00	03:23.6	896.610235	50.73851882	0	0.000885	0	0					
2.00	03:23.7	898.0203213	50.81436115	0	0.000885	0	0					
3.00	03:23.8	898.3717308	50.83504543	0	0.000885	0	0					
4.00	03:23.9	898.3717308	50.83504543	0	0.000885	0	0					
5.00	03:24.0	899.4259593	50.89709824	0	0.000885	0	0					
6.00	03:24.1	899.8396439	50.91778251	0	0.000885	0	0					
7.00	03:24.2	900.6581167	50.96604581	0	0.000885	0	0					
8.00	03:24.3	900.6581167	50.96604581	0	0.000885	0	0					
9.00	03:24.4	901.0718013	50.99362484	0	0.000885	0	0					
10.00	03:24.5	901.7167934	51.02809863	0	0.000885	0	0					
1.00	03:24.6	902.1260298	51.0487829	0	0.000885	0	0					
2.00	03:24.7	902.1260298	51.0487829	0	0.000885	0	0					
3.00	03:24.8	903.0067777	51.0970462	0	0.000885	0	0					
4.00	03:24.9	903.7140449	51.13841475	0	0.000885	0	0					
5.00	03:25.0	904.4168639	51.17978329	0	0.000885	0	0					
6.00	03:25.1	904.4168639	51.17978329	0	0.000885	0	0					
7.00	03:25.2	905.0618561	51.21425708	0	0.000885	0	0					
8.00	03:25.3	905.4755407	51.24183611	0	0.000885	0	0					
9.00	03:25.4	905.7068482	51.25562562	0	0.000885	0	0					
10.00	03:25.5	905.7068482	51.25562562	0	0.000885	0	0					
1.00	03:25.6	906.7655249	51.31078368	0	0.000885	0	0					
2.00	03:25.7	907.0012807	51.32457319	0	0.000885	0	0					
3.00	03:25.8	907.8820286	51.37283649	0	0.000885	0	0					
4.00	03:25.9	907.8820286	51.37283649	0	0.000885	0	0					
5.00	03:26.0	908.1133361	51.38662601	0	0.000885	0	0					
6.00	03:26.1	909.1141859	51.44867882	0	0.000885	0	0					
7.00	03:26.2	909.3454935	51.45557358	0	0.000885	0	0					
8.00	03:26.3	909.3454935	51.45557358	0	0.000885	0	0					
9.00	03:26.4	910.2262413	51.51073164	0	0.000885	0	0					
10.00	03:26.5	909.9326587	51.49004737	0	0.000885	0	0					
1.00	03:26.6	909.9326587	51.49004737	0	0.000885	0	0					
2.00	03:26.7	911.2270912	51.5658897	0	0.000885	0	0					
3.00	03:26.8	911.342745	51.57278445	0	0.000885	0	0					
4.00	03:26.9	912.5170755	51.63483727	0	0.000885	0	0					
5.00	03:27.0	912.5170755	51.63483727	0	0.000885	0	0					
6.00	03:27.1	912.9263119	51.6624163	0	0.000885	0	0					
7.00	03:27.2	913.5134771	51.69689009	0	0.000885	0	0					
8.00	03:27.3	914.1629175	51.73136387	0	0.000885	0	0					
9.00	03:27.4	914.1629175	51.73136387	0	0.000885	0	0					
10.00	03:27.5	914.514327	51.75204814	0	0.000885	0	0					
1.00	03:27.6	915.3327997	51.80031144	0	0.000885	0	0					
2.00	03:27.7	915.8621381	51.82789047	0	0.000885	0	0					
3.00	03:27.8	915.8621381	51.82789047	0	0.000885	0	0					
4.00	03:27.9	916.8007129	51.88304853	0	0.000885	0	0					
5.00	03:28.0	917.2143975	51.9037328	0	0.000885	0	0					
6.00	03:28.1	918.0328703	51.9519961	0	0.000885	0	0					
7.00	03:28.2	918.0328703	51.9519961	0	0.000885	0	0					
8.00	03:28.3	918.2107991	51.95889086	0	0.000885	0	0					
9.00	03:28.4	919.091547	52.00715416	0	0.000885	0	0					
10.00	03:28.5	919.091547	52.00715416	0	0.000885	0	0					
1.00	03:28.6	919.1493739	52.01404892	0	0.000885	0	0					
2.00	03:28.7	920.4438064	52.08299649	0	0.000885	0	0					
3.00	03:28.8	920.2658775	52.07610174	0	0.000885	0	0					
4.00	03:28.9	920.2658775	52.07610174	0	0.000885	0	0					
5.00	03:29.0	921.0887985	52.12436504	0	0.000885	0	0					
6.00	03:29.1	921.3823811	52.13815455	0	0.000885	0	0					
7.00	03:29.2	922.4366096	52.20020737	0	0.000885	0	0					
8.00	03:29.3	922.4366096	52.20020737	0	0.000885	0	0					
9.00	03:29.4	922.5567116	52.20710212	0	0.000885	0	0					
10.00	03:29.5	923.668767	52.26915494	0	0.000885	0	0					
1.00	03:29.6	924.0824516	52.28983921	0	0.000885	0	0					
2.00	03:29.7	924.0824516	52.28983921	0	0.000885	0	0					
3.00	03:29.8	924.8430975	52.33810251	0	0.000885	0	0					
4.00	03:29.9	925.2567821	52.35878678	0	0.000885	0	0					
5.00	03:30.0	926.4311126	52.42773436	0	0.000885	0	0					
6.00	03:30.1	926.4311126	52.42773436	0	0.000885	0	0					
7.00	03:30.2	926.1953569	52.41394484	0	0.000885	0	0					
8.00	03:30.3	926.7825221	52.44841863	0	0.000885	0	0					
9.00	03:30.4	927.3074123	52.47599766	0	0.000885	0	0					
10.00	03:30.5	927.3074123	52.47599766	0	0.000885	0	0					
1.00	03:30.6	928.0725064	52.5173662	0	0.000885	0	0					
2.00	03:30.7	928.6018448	52.54494523	0	0.000885	0	0					
3.00	03:30.8	929.8340022	52.62078756	0	0.000885	0	0					
4.00	03:30.9	929.8340022	52.62078756	0	0.000885	0	0					
5.00	03:31.0	930.1275848	52.63457708	0	0.000885	0	0					
6.00	03:31.1	931.5954979	52.71731416	0	0.000885	0	0					
7.00	03:31.2	931.537671	52.71731416	0	0.000885	0	0					
8.00	03:31.3	931.537671	52.71731416	0	0.000885	0	0					
9.00	03:31.4	932.4762458	52.76557746	0	0.000885	0	0					
10.00	03:31.5	932.4762458	52.76557746	0	0.000885	0	0					
1.00	03:31.6	932.4762458	52.76557746	0	0.000885	0	0					
2.00	03:31.7	933.6505763	52.83452504	0	0.000885	0	0					
3.00	03:31.8	933.8240569	52.84141979	0	0.000885	0	0					
4.00	03:31.9	935.1763163	52.91726212	0	0.000885	0	0					
5.00	03:32.0	935.1763163	52.91726212	0	0.000885	0	0					
6.00	03:32.1	934.8827337	52.90347261	0	0.000885	0	0					
7.00	03:32.2	936.4663006	52.99310445	0	0.000885	0	0					
8.00	03:32.3	936.6442294	52.99999921	0	0.000885	0	0					
9.00	03:32.4	936.6442294	52.99999921	0	0.000885	0	0					
10.00	03:32.5	937.5249773	53.05515727	0	0.000885	0	0					
1.00	03:32.6	937.7562848	53.06894678	0	0.000885	0	0					
2.00	03:32.7	938.2277963	53.08963106	0	0.000885	0	0					
3.00	03:32.8	938.2277963	53.08963106	0	0.000885	0	0					
4.00	03:32.9	939.1085442	53.14478911	0	0.000885	0	0					
5.00	03:33.0	939.0507173	53.13789436	0	0.000885	0	0					
6.00	03:33.1	940.0471189	53.19305242	0	0.000885	0	0					
7.00	03:33.2	940.0471189	53.19305242	0	0.000885	0	0					
8.00	03:33.3	939.4599537	53.16547339	0	0.000885	0	0					
9.00	03:33.4	940.2828747	53.20684193	0	0.000885	0	0					
10.00	03:33.5	940.9278668	53.24821047	0	0.000885	0	0					
1.00	03:33.6	940.9278668	53.24821047	0	0.000885	0	0					
2.00	03:33.7	941.5150321	53.2757895	0	0.000885	0	0					
3.00	03:33.8	942.39578	53.33094756	0	0.000885	0	0					
4.00	03:33.9	942.39578	53.33094756	0	0.000885	0	0					
5.00	03:34.0	943.3343547	53.37921086	0	0.000885	0	0					
6.00	03:34.1	943.6279373	53.39989513	0	0.000885	0	0					
7.00	03:34.2	944.8022678	53.46194795	0	0.000885	0	0					
8.00	03:34.3	944.8022678	53.46194795	0	0.000885	0	0					
9.00	03:34.4	945.1536773	53.48263222	0	0.000885	0	0					
10.00	03:34.5	946.2123541	53.54468504	0	0.000885	0	0					
1.00	03:34.6	946.3858347	53.55157979	0	0.000885	0	0					
2.00	03:34.7	946.3858347	53.55157979	0	0.000885	0	0					
3.00	03:34.8	947.3866846	53.61363261	0	0.000885	0	0					
4.00	03:34.9	947.3244095	53.60673785	0	0.000885	0	0					
5.00	03:35.0	948.7344957	53.68947494	0	0.000885	0	0					
6.00	03:35.1	948.7344957	53.68947494	0	0.000885	0	0					
7.00	03:35.2	948.6766689	53.68258018	0	0.000885	0	0					
8.00	03:35.3	949.8509994	53.75152775	0	0.000885	0	0					
9.00	03:35.4	949.7931725	53.744633	0	0.000885	0	0					
10.00	03:35.5	949.7931725	53.744633	0	0.000885	0	0					
1.00	03:35.6	950.2024089	53.77221203	0	0.000885	0	0					
2.00	03:35.7	951.0831567	53.82047533	0	0.000885	0	0					
3.00	03:35.8	951.55022	53.84805436	0	0.000885	0	0					
4.00	03:35.9	951.55022	53.84805436	0	0.000885	0	0					
5.00	03:36.0	952.2574872	53.8894229	0	0.000885	0	0					
6.00	03:36.1	952.7868256	53.91700193	0	0.000885	0	0					
7.00	03:36.2	953.4318177	53.95147572	0	0.000885	0	0					
8.00	03:36.3	953.4318177	53.95147572	0	0.000885	0	0					
9.00	03:36.4	953.7832273	53.97215999	0	0.000885	0	0					
10.00	03:36.5	954.6061482	54.02042329	0	0.000885	0	0					
1.00	03:36.6	954.6061482	54.02042329	0	0.000885	0	0					
2.00	03:36.7	955.3667941	54.06179183	0	0.000885	0	0					
3.00	03:36.8	955.9539594	54.09626562	0	0.000885	0	0					
4.00	03:36.9	956.4832978	54.12384465	0	0.000885	0	0					
5.00	03:37.0	956.4832978	54.12384465	0	0.000885	0	0					
6.00	03:37.1	957.4218725	54.17900271	0	0.000885	0	0					
7.00	03:37.2	958.1246915	54.22037125	0	0.000885	0	0					
8.00	03:37.3	958.7741319	54.25484504	0	0.000885	0	0					
9.00	03:37.4	958.7741319	54.25484504	0	0.000885	0	0					
10.00	03:37.5	959.2411952	54.28242407	0	0.000885	0	0					
1.00	03:37.6	960.1797699	54.33758212	0	0.000885	0	0					
2.00	03:37.7	960.2998719	54.34447688	0	0.000885	0	0					
3.00	03:37.8	960.2998719	54.34447688	0	0.000885	0	0					
4.00	03:37.9	961.4119273	54.4065297	0	0.000885	0	0					
5.00	03:38.0	961.4742024	54.4065297	0	0.000885	0	0					
6.00	03:38.1	961.9990925	54.44100348	0	0.000885	0	0					
7.00	03:38.2	961.9990925	54.44100348	0	0.000885	0	0					
8.00	03:38.3	961.7055099	54.42031921	0	0.000885	0	0					
9.00	03:38.4	963.0577693	54.49616154	0	0.000885	0	0					
10.00	03:38.5	963.4670057	54.52374057	0	0.000885	0	0					
1.00	03:38.6	963.4670057	54.52374057	0	0.000885	0	0					
2.00	03:38.7	964.4055804	54.57200387	0	0.000885	0	0					
3.00	03:38.8	964.4678555	54.57889863	0	0.000885	0	0					
4.00	03:38.9	964.4678555	54.57889863	0	0.000885	0	0					
5.00	03:39.0	965.3486034	54.62716193	0	0.000885	0	0					
6.00	03:39.1	965.9357687	54.66163572	0	0.000885	0	0					
7.00	03:39.2	966.4606588	54.68921475	0	0.000885	0	0					
8.00	03:39.3	966.4606588	54.68921475	0	0.000885	0	0					
9.00	03:39.4	967.1056509	54.72368853	0	0.000885	0	0					
10.00	03:39.5	967.9285719	54.77195183	0	0.000885	0	0					
1.00	03:39.6	968.5735641	54.81332038	0	0.000885	0	0					
2.00	03:39.7	968.5735641	54.81332038	0	0.000885	0	0					
3.00	03:39.8	969.8057215	54.88226795	0	0.000885	0	0					
4.00	03:39.9	969.6322408	54.86847843	0	0.000885	0	0					
5.00	03:40.0	970.6286424	54.92363649	0	0.000885	0	0					
6.00	03:40.1	970.6286424	54.92363649	0	0.000885	0	0					
7.00	03:40.2	970.5129887	54.91674174	0	0.000885	0	0					
8.00	03:40.3	971.3937366	54.97189979	0	0.000885	0	0					
9.00	03:40.4	971.6873192	54.98568931	0	0.000885	0	0					
10.00	03:40.5	971.6873192	54.98568931	0	0.000885	0	0					
1.00	03:40.6	972.3323113	55.02016309	0	0.000885	0	0					
2.00	03:40.7	972.9194766	55.05463688	0	0.000885	0	0					
3.00	03:40.8	973.8580513	55.10979494	0	0.000885	0	0					
4.00	03:40.9	973.8580513	55.10979494	0	0.000885	0	0					
5.00	03:41.0	974.2672877	55.13047921	0	0.000885	0	0					
6.00	03:41.1	975.2058625	55.18563727	0	0.000885	0	0					
7.00	03:41.2	975.6195471	55.20632154	0	0.000885	0	0					
8.00	03:41.3	975.6195471	55.20632154	0	0.000885	0	0					
9.00	03:41.4	977.0296333	55.28905863	0	0.000885	0	0					
10.00	03:41.5	976.9095313	55.28216387	0	0.000885	0	0					
1.00	03:41.6	976.9095313	55.28216387	0	0.000885	0	0					
2.00	03:41.7	978.0838619	55.35111144	0	0.000885	0	0					
3.00	03:41.8	977.8481061	55.33732193	0	0.000885	0	0					
4.00	03:41.9	979.3738461	55.42005902	0	0.000885	0	0					
5.00	03:42.0	979.3738461	55.42005902	0	0.000885	0	0					
6.00	03:42.1	979.3160192	55.42005902	0	0.000885	0	0					
7.00	03:42.2	980.4325229	55.48211183	0	0.000885	0	0					
8.00	03:42.3	980.5481766	55.48900659	0	0.000885	0	0					
9.00	03:42.4	980.5481766	55.48900659	0	0.000885	0	0					
10.00	03:42.5	981.6646802	55.55105941	0	0.000885	0	0					
1.00	03:42.6	982.0160897	55.57174368	0	0.000885	0	0					
2.00	03:42.7	982.2518455	55.58553319	0	0.000885	0	0					
3.00	03:42.8	982.2518455	55.58553319	0	0.000885	0	0					
4.00	03:42.9	982.723357	55.61311222	0	0.000885	0	0					
5.00	03:43.0	983.0169396	55.62690174	0	0.000885	0	0					
6.00	03:43.1	983.0169396	55.62690174	0	0.000885	0	0					
7.00	03:43.2	984.249097	55.69584931	0	0.000885	0	0					
8.00	03:43.3	983.5418298	55.65448076	0	0.000885	0	0					
9.00	03:43.4	985.1298449	55.74411261	0	0.000885	0	0					
10.00	03:43.5	985.1298449	55.74411261	0	0.000885	0	0					
1.00	03:43.6	985.4812544	55.76479688	0	0.000885	0	0					
2.00	03:43.7	986.597758	55.8268497	0	0.000885	0	0					
3.00	03:43.8	986.7712386	55.84063921	0	0.000885	0	0					
4.00	03:43.9	986.7712386	55.84063921	0	0.000885	0	0					
5.00	03:44.0	988.003396	55.90958678	0	0.000885	0	0					
6.00	03:44.1	988.123498	55.91648154	0	0.000885	0	0					
7.00	03:44.2	989.2355534	55.97853436	0	0.000885	0	0					
8.00	03:44.3	989.2355534	55.97853436	0	0.000885	0	0					
9.00	03:44.4	989.2355534	55.97853436	0	0.000885	0	0					
10.00	03:44.5	990.5299859	56.05437669	0	0.000885	0	0					
1.00	03:44.6	990.5299859	56.05437669	0	0.000885	0	0					
2.00	03:44.7	990.5299859	56.05437669	0	0.000885	0	0					
3.00	03:44.8	991.5263875	56.10953474	0	0.000885	0	0					
4.00	03:44.9	991.4107338	56.10263999	0	0.000885	0	0					
5.00	03:45.0	993.0521275	56.19227183	0	0.000885	0	0					
6.00	03:45.1	993.0521275	56.19227183	0	0.000885	0	0					
7.00	03:45.2	992.700718	56.17848232	0	0.000885	0	0					
8.00	03:45.3	993.7549465	56.23364038	0	0.000885	0	0					
9.00	03:45.4	993.8172217	56.24053513	0	0.000885	0	0					
10.00	03:45.5	993.8172217	56.24053513	0	0.000885	0	0					
1.00	03:45.6	994.4622138	56.27500892	0	0.000885	0	0					
2.00	03:45.7	994.8136233	56.29569319	0	0.000885	0	0					
3.00	03:45.8	994.8136233	56.29569319	0	0.000885	0	0					
4.00	03:45.9	995.4586154	56.33016698	0	0.000885	0	0					
5.00	03:46.0	996.0457807	56.36464076	0	0.000885	0	0					
6.00	03:46.1	996.5172922	56.39221979	0	0.000885	0	0					
7.00	03:46.2	996.5172922	56.39221979	0	0.000885	0	0					
8.00	03:46.3	997.6293476	56.45427261	0	0.000885	0	0					
9.00	03:46.4	998.1586859	56.48185164	0	0.000885	0	0					
10.00	03:46.5	998.8036781	56.52322018	0	0.000885	0	0					
1.00	03:46.6	998.8036781	56.52322018	0	0.000885	0	0					
2.00	03:46.7	999.6844259	56.57148348	0	0.000885	0	0					
3.00	03:46.8	1000.155937	56.59906251	0	0.000885	0	0					
4.00	03:46.9	1001.445922	56.66801008	0	0.000885	0	0					
5.00	03:47.0	1001.445922	56.66801008	0	0.000885	0	0					
6.00	03:47.1	1001.445922	56.66801008	0	0.000885	0	0					
7.00	03:47.2	1002.798181	56.74385241	0	0.000885	0	0					
8.00	03:47.3	1002.798181	56.74385241	0	0.000885	0	0					
9.00	03:47.4	1002.798181	56.74385241	0	0.000885	0	0					
10.00	03:47.5	1004.030338	56.81969474	0	0.000885	0	0					
1.00	03:47.6	1003.972512	56.81279999	0	0.000885	0	0					
2.00	03:47.7	1003.972512	56.81279999	0	0.000885	0	0					
3.00	03:47.8	1005.02674	56.8748528	0	0.000885	0	0					
4.00	03:47.9	1005.262496	56.88864232	0	0.000885	0	0					
5.00	03:48.0	1005.37815	56.89553707	0	0.000885	0	0					
6.00	03:48.1	1005.37815	56.89553707	0	0.000885	0	0					
7.00	03:48.2	1005.556078	56.90243183	0	0.000885	0	0					
8.00	03:48.3	1005.907488	56.9231161	0	0.000885	0	0					
9.00	03:48.4	1007.023992	56.98516892	0	0.000885	0	0					
10.00	03:48.5	1007.023992	56.98516892	0	0.000885	0	0					
1.00	03:48.6	1007.491055	57.01274795	0	0.000885	0	0					
2.00	03:48.7	1008.843314	57.08859028	0	0.000885	0	0					
3.00	03:48.8	1009.07907	57.10237979	0	0.000885	0	0					
4.00	03:48.9	1009.07907	57.10237979	0	0.000885	0	0					
5.00	03:49.0	1009.666235	57.13685358	0	0.000885	0	0					
6.00	03:49.1	1009.897543	57.15064309	0	0.000885	0	0					
7.00	03:49.2	1011.071873	57.21269591	0	0.000885	0	0					
8.00	03:49.3	1011.071873	57.21269591	0	0.000885	0	0					
9.00	03:49.4	1011.543385	57.24027494	0	0.000885	0	0					
10.00	03:49.5	1012.304031	57.28164348	0	0.000885	0	0					
1.00	03:49.6	1012.775542	57.30922251	0	0.000885	0	0					
2.00	03:49.7	1012.775542	57.30922251	0	0.000885	0	0					
3.00	03:49.8	1013.184778	57.33680154	0	0.000885	0	0					
4.00	03:49.9	1014.065526	57.38506484	0	0.000885	0	0					
5.00	03:50.0	1014.065526	57.38506484	0	0.000885	0	0					
6.00	03:50.1	1015.004101	57.4402229	0	0.000885	0	0					
7.00	03:50.2	1015.297684	57.45401241	0	0.000885	0	0					
8.00	03:50.3	1015.947124	57.4884862	0	0.000885	0	0					
9.00	03:50.4	1015.947124	57.4884862	0	0.000885	0	0					
10.00	03:50.5	1016.765597	57.5367495	0	0.000885	0	0					
1.00	03:50.6	1016.943526	57.55053902	0	0.000885	0	0					
2.00	03:50.7	1017.588518	57.5850128	0	0.000885	0	0					
3.00	03:50.8	1018.23351	57.61948659	0	0.000885	0	0					
4.00	03:50.9	1018.23351	57.61948659	0	0.000885	0	0					
5.00	03:51.0	1018.527093	57.64017086	0	0.000885	0	0					
6.00	03:51.1	1019.701423	57.70222368	0	0.000885	0	0					
7.00	03:51.2	1019.701423	57.70222368	0	0.000885	0	0					
8.00	03:51.3	1019.75925	57.70911843	0	0.000885	0	0					
9.00	03:51.4	1020.697825	57.75738173	0	0.000885	0	0					
10.00	03:51.5	1020.404242	57.74359222	0	0.000885	0	0					
1.00	03:51.6	1020.404242	57.74359222	0	0.000885	0	0					
2.00	03:51.7	1021.640848	57.81253979	0	0.000885	0	0					
3.00	03:51.8	1021.93443	57.82632931	0	0.000885	0	0					
4.00	03:51.9	1022.988659	57.88838212	0	0.000885	0	0					
5.00	03:52.0	1022.988659	57.88838212	0	0.000885	0	0					
6.00	03:52.1	1022.873005	57.88148737	0	0.000885	0	0					
7.00	03:52.2	1023.753753	57.92975067	0	0.000885	0	0					
8.00	03:52.3	1023.869407	57.93664542	0	0.000885	0	0					
9.00	03:52.4	1023.869407	57.93664542	0	0.000885	0	0					
10.00	03:52.5	1025.279493	58.01938251	0	0.000885	0	0					
1.00	03:52.6	1025.279493	58.01938251	0	0.000885	0	0					
2.00	03:52.7	1025.279493	58.01938251	0	0.000885	0	0					
3.00	03:52.8	1026.333722	58.08143533	0	0.000885	0	0					
4.00	03:52.9	1027.040989	58.11590911	0	0.000885	0	0					
5.00	03:53.0	1027.685981	58.15727766	0	0.000885	0	0					
6.00	03:53.1	1027.685981	58.15727766	0	0.000885	0	0					
7.00	03:53.2	1028.682383	58.21243572	0	0.000885	0	0					
8.00	03:53.3	1029.096067	58.23311999	0	0.000885	0	0					
9.00	03:53.4	1030.265949	58.30206756	0	0.000885	0	0					
