Date Time,CH000,CH001,CH002,CH003,CH004,CH005,CH006,CH007,CH008,CH009
2021/06/09 14:00:19,      -3,     +24,      -7,      -6,      -1,      -3,********,********,********,********
2021/06/09 14:00:20,      -3,     +24,      -8,      -5,      -1,      -3,********,********,********,********
2021/06/09 14:00:21,      -3,     +24,      -8,      -5,      -2,      -3,********,********,********,********
2021/06/09 14:00:22,      -3,     +23,      -7,      -6,      -1,      -3,********,********,********,********
2021/06/09 14:00:23,      -3,     +25,      -8,      -5,      -2,      -3,********,********,********,********
2021/06/09 14:00:24,      -2,     +24,      -7,      -6,      -1,      -2,********,********,********,********
2021/06/09 14:00:25,      -3,     +24,      -7,      -6,      -1,      -3,********,********,********,********
2021/06/09 14:00:26,      -3,     +23,      -8,      -6,      -1,      -3,********,********,********,********
2021/06/09 14:00:27,      -2,     +23,      -8,      -5,      -1,      -3,********,********,********,********
2021/06/09 14:00:28,      -3,     +24,      -8,      -5,      -2,      -3,********,********,********,********
2021/06/09 14:00:29,      -3,     +22,      -8,      -5,      -1,      -3,********,********,********,********
2021/06/09 14:00:30,      -3,     +23,      -7,      -5,      -2,      -3,********,********,********,********
2021/06/09 14:00:31,      -3,     +22,      -8,      -6,      -2,      -3,********,********,********,********
2021/06/09 14:00:32,      -2,     +23,      -7,      -6,      -1,      -3,********,********,********,********
2021/06/09 14:00:33,      -3,     +23,      -8,      -6,      -1,      -3,********,********,********,********
2021/06/09 14:00:34,      -2,     +22,      -8,      -5,      -1,      -2,********,********,********,********
2021/06/09 14:00:35,      -2,     +23,      -8,      -6,      -1,      -3,********,********,********,********
2021/06/09 14:00:36,     -11,     +25,      -8,      -5,      -1,      -3,********,********,********,********
2021/06/09 14:00:37,     -17,     +25,      -8,      -4,      +0,      -3,********,********,********,********
2021/06/09 14:00:38,     -56,     +30,      -8,      +1,      +2,      -5,********,********,********,********
2021/06/09 14:00:39,    -249,     +49,     -13,      +6,     +12,      +2,********,********,********,********
2021/06/09 14:00:40,    -240,     +47,     -13,      +5,     +12,      +1,********,********,********,********
2021/06/09 14:00:41,    -238,     +47,     -14,      +6,     +12,      +1,********,********,********,********
2021/06/09 14:00:42,    -241,     +47,     -13,      +5,     +12,      +2,********,********,********,********
2021/06/09 14:00:43,    -262,     +48,     -14,      +9,     +13,      +3,********,********,********,********
2021/06/09 14:00:44,    -303,     +51,     -15,      +9,     +16,      +4,********,********,********,********
2021/06/09 14:00:45,    -331,     +52,     -15,     +10,     +18,      +6,********,********,********,********
2021/06/09 14:00:46,    -367,     +52,     -17,     +10,     +20,      +7,********,********,********,********
2021/06/09 14:00:47,    -400,     +54,     -18,     +11,     +24,      +9,********,********,********,********
2021/06/09 14:00:48,    -438,     +55,     -20,     +12,     +26,     +10,********,********,********,********
2021/06/09 14:00:49,    -101,     +22,      -7,      -2,      +1,      -3,********,********,********,********
2021/06/09 14:00:50,     -64,     +24,      -8,      -3,      -1,      -4,********,********,********,********
2021/06/09 14:00:51,     -62,     +24,      -9,      -4,      -1,      -4,********,********,********,********
2021/06/09 14:00:52,     -60,     +23,      -8,      -4,      -1,      -4,********,********,********,********
2021/06/09 14:00:53,     -60,     +24,      -9,      -4,      -1,      -3,********,********,********,********
2021/06/09 14:00:54,     -60,     +24,      -8,      -5,      -1,      -5,********,********,********,********
2021/06/09 14:00:55,     -59,     +23,      -9,      -4,      -2,      -5,********,********,********,********
2021/06/09 14:00:56,     -60,     +23,      -8,      -4,      -2,      -5,********,********,********,********
2021/06/09 14:00:57,     -60,     +23,      -9,      -5,      -1,      -4,********,********,********,********
2021/06/09 14:00:58,     -61,     +23,      -9,      -4,      -1,      -4,********,********,********,********
2021/06/09 14:00:59,     -73,     +24,      -9,      -3,      -1,      -5,********,********,********,********
2021/06/09 14:01:00,    -155,     +24,      -8,      +3,      +2,      -3,********,********,********,********
2021/06/09 14:01:01,    -161,     +23,      -8,      +4,      +4,      -2,********,********,********,********
2021/06/09 14:01:02,    -191,     +20,      -9,      +4,      +5,      -1,********,********,********,********
2021/06/09 14:01:03,    -206,     +19,      -8,      +6,      +6,      +0,********,********,********,********
2021/06/09 14:01:04,    -223,     +16,      -9,      +7,      +7,      +3,********,********,********,********
2021/06/09 14:01:05,    -241,     +14,      -9,      +9,      +8,      +4,********,********,********,********
2021/06/09 14:01:06,    -260,     +11,      -8,     +10,     +10,      +6,********,********,********,********
2021/06/09 14:01:07,    -288,      +8,      -8,     +10,     +12,      +9,********,********,********,********
2021/06/09 14:01:08,    -310,      +4,      -9,     +11,     +14,     +11,********,********,********,********
2021/06/09 14:01:09,    -328,      +2,      -8,     +11,     +15,     +12,********,********,********,********
2021/06/09 14:01:10,    -344,      +0,      -9,     +12,     +16,     +14,********,********,********,********
