Date Time,CH000,CH001,CH002,CH003,CH004,CH005,CH006,CH007,CH008,CH009
2021/07/28 16:02:39,      -2,      +2,      -2,      +3,********,      +1,  +428.2,  +571.9,  +618.9,  +612.0
2021/07/28 16:02:40,      -2,      +2,      -2,      +2,********,      +0,  +157.7,  +334.2,  +356.9,  +366.0
2021/07/28 16:02:41,      -2,      +2,      -3,      +2,********,      +0,   +99.0,  +230.2,  +267.6,  +278.2
2021/07/28 16:02:42,      -2,      +2,      -3,      +1,********,      +0,   +50.3,  +184.7,  +212.9,  +222.2
2021/07/28 16:02:43,      -3,      +2,      -2,      +2,********,      +0,   +37.6,  +150.3,  +168.2,  +187.4
2021/07/28 16:02:44,      -2,      +2,      -2,      +2,********,      +0,    +5.7,  +123.5,  +148.9,  +164.1
2021/07/28 16:02:45,      -2,      +1,      -3,      +2,********,      +1,   +25.4,  +112.6,  +135.7,  +154.0
2021/07/28 16:02:46,      -3,      +2,      -2,      +2,********,      +1,   +20.0,  +105.9,  +116.0,  +126.2
2021/07/28 16:02:47,      -2,      +2,      -2,      +2,********,      +0,    -1.4,   +92.3,  +115.5,  +117.3
2021/07/28 16:02:48,      -2,      +1,      -2,      +1,********,      +0,   +14.4,   +89.1,  +108.6,  +115.8
2021/07/28 16:02:49,      -2,      +1,      -2,      +2,********,      +1,    -6.7,   +96.7,  +102.0,  +110.6
2021/07/28 16:02:50,      -3,      +2,      -2,      +2,********,      +1,   -60.1,   +67.1,   +75.3,   +86.8
2021/07/28 16:02:51,      -2,      +1,      -2,      +3,********,      +1,   -58.0,   +68.7,   +94.7,   +81.8
2021/07/28 16:02:52,     -30,     -11,      -2,      +3,********,      +6,   -32.8,   +69.0,   +79.2,   +77.6
2021/07/28 16:02:53,     -30,     -11,      -1,      +2,********,      +6,   -29.2,   +66.2,   +79.5,   +82.2
2021/07/28 16:02:54,     -48,     -20,      -2,      +3,********,     +10,   -15.3,   +78.0,   +84.7,   +83.3
2021/07/28 16:02:55,     -62,     -29,      +0,      +4,********,     +12,    -9.6,   +75.4,   +86.1,  +102.3
2021/07/28 16:02:56,     -75,     -39,      +1,      +2,********,     +17,   -17.8,   +94.4,   +87.9,  +101.9
2021/07/28 16:02:57,     -90,     -53,      +2,      +3,********,     +20,    -2.4,   +88.0,   +88.8,  +105.6
2021/07/28 16:02:58,    -105,     -65,      +2,      +3,********,     +23,   -20.3,   +88.6,   +92.9,   +91.0
2021/07/28 16:02:59,    -117,     -73,      +3,      +2,********,     +26,   -19.2,   +83.3,   +92.6,   +96.8
2021/07/28 16:03:00,    -128,     -81,      +4,      +3,********,     +27,   -13.5,   +89.4,   +90.2,   +95.2
2021/07/28 16:03:01,    -144,     -92,      +5,      +4,********,     +31,   -13.7,   +84.9,   +82.8,   +96.0
2021/07/28 16:03:02,    -159,    -102,      +6,      +3,********,     +35,   -17.7,   +82.1,   +83.6,   +88.7
2021/07/28 16:03:03,    -173,    -111,      +7,      +5,********,     +37,   -15.5,   +89.8,  +100.5,  +109.5
2021/07/28 16:03:04,    -187,    -121,      +8,      +4,********,     +40,    +7.9,   +83.1,  +106.1,   +93.3
2021/07/28 16:03:05,    -202,    -131,     +10,      +5,********,     +42,    +1.3,   +79.4,   +91.2,  +101.4
2021/07/28 16:03:06,    -216,    -142,     +10,      +6,********,     +45,   -11.9,   +78.9,   +86.0,   +87.6
2021/07/28 16:03:07,    -228,    -151,     +12,      +6,********,     +47,    -3.4,   +88.2,   +99.9,  +109.6
2021/07/28 16:03:08,    -243,    -163,     +13,      +6,********,     +50,   -10.6,   +82.1,   +91.2,   +97.4
2021/07/28 16:03:09,    -258,    -173,     +13,      +7,********,     +52,    -9.0,   +89.5,  +108.0,   +93.5
2021/07/28 16:03:10,    -269,    -183,     +14,      +7,********,     +55,    -8.0,   +82.4,  +102.0,   +91.2
2021/07/28 16:03:11,    -283,    -194,     +17,      +8,********,     +58,    +8.8,   +87.4,   +92.2,   +93.2
2021/07/28 16:03:12,    -297,    -206,     +18,     +10,********,     +60,    -1.5,   +78.4,   +93.3,   +94.4
2021/07/28 16:03:13,    -311,    -218,     +19,      +9,********,     +64,   -11.7,   +88.4,  +102.0,  +103.1
2021/07/28 16:03:14,    -325,    -227,     +20,     +10,********,     +66,   -10.4,   +94.6,  +101.1,  +101.8
2021/07/28 16:03:15,    -338,    -238,     +21,     +10,********,     +68,   -12.8,   +90.5,   +92.5,   +96.0
2021/07/28 16:03:16,    -350,    -250,     +23,     +12,********,     +71,    -1.3,   +81.0,   +98.4,  +104.2
2021/07/28 16:03:17,    -364,    -261,     +25,     +12,********,     +74,    +2.6,   +84.3,   +93.1,  +100.1
2021/07/28 16:03:18,    -377,    -272,     +26,     +13,********,     +76,    -8.9,   +86.9,  +100.4,   +98.6
2021/07/28 16:03:19,    -389,    -283,     +27,     +14,********,     +78,    -7.3,   +77.0,   +85.6,   +96.0
2021/07/28 16:03:20,    -403,    -295,     +29,     +15,********,     +82,    +0.3,   +84.4,   +85.6,   +89.1
2021/07/28 16:03:21,    -417,    -307,     +30,     +16,********,     +83,    -3.5,   +86.9,   +94.5,   +93.7
2021/07/28 16:03:22,    -431,    -318,     +32,     +17,********,     +86,   -13.8,   +75.0,   +98.6,   +99.1
2021/07/28 16:03:23,    -445,    -329,     +34,     +17,********,     +88,    -0.2,   +91.3,  +101.0,   +92.1
2021/07/28 16:03:24,    -456,    -340,     +35,     +19,********,     +91,    +1.7,   +89.5,   +91.0,  +102.8
2021/07/28 16:03:25,    -469,    -353,     +37,     +19,********,     +93,   -11.7,   +81.2,   +86.0,   +92.1
2021/07/28 16:03:26,    -481,    -365,     +38,     +21,********,     +96,   -16.8,   +87.2,   +89.0,  +106.7
2021/07/28 16:03:27,    -495,    -378,     +40,     +22,********,     +98,   -10.4,   +78.8,   +96.3,   +97.2
2021/07/28 16:03:28,    -510,    -391,     +42,     +23,********,    +101,   -11.7,   +90.4,   +99.1,   +97.5
2021/07/28 16:03:29,    -523,    -402,     +44,     +24,********,    +104,   -10.4,   +83.6,   +91.9,  +100.9
2021/07/28 16:03:30,    -536,    -415,     +47,     +26,********,    +105,   -12.1,   +87.7,   +93.1,   +98.8
2021/07/28 16:03:31,    -549,    -426,     +48,     +26,********,    +108,    -5.1,   +82.4,   +93.5,  +104.4
2021/07/28 16:03:32,    -562,    -438,     +50,     +28,********,    +110,    +1.8,   +90.3,   +96.6,  +100.5
2021/07/28 16:03:33,    -575,    -450,     +52,     +29,********,    +112,    +2.2,   +84.5,   +99.9,  +102.1
2021/07/28 16:03:34,    -588,    -463,     +54,     +30,********,    +115,    -5.6,   +89.4,   +89.8,  +106.6
2021/07/28 16:03:35,    -600,    -477,     +57,     +32,********,    +117,   -15.7,   +82.1,  +100.8,  +100.0
2021/07/28 16:03:36,    -613,    -490,     +59,     +32,********,    +121,    -9.1,   +80.2,   +93.5,   +97.4
2021/07/28 16:03:37,    -625,    -503,     +59,     +34,********,    +124,    -1.2,   +89.7,  +113.1,  +103.4
2021/07/28 16:03:38,    -639,    -515,     +62,     +35,********,    +126,    -0.9,  +102.7,   +95.6,   +92.0
2021/07/28 16:03:39,    -652,    -528,     +64,     +37,********,    +128,   -11.7,   +92.0,   +89.2,   +98.4
2021/07/28 16:03:40,    -665,    -541,     +66,     +38,********,    +131,    -5.6,   +85.0,   +94.6,   +94.2
2021/07/28 16:03:41,    -676,    -555,     +68,     +39,********,    +134,    +3.4,   +78.5,  +101.1,  +107.6
2021/07/28 16:03:42,    -689,    -568,     +71,     +41,********,    +137,   -14.4,   +92.8,  +104.1,   +82.7
2021/07/28 16:03:43,    -700,    -580,     +73,     +42,********,    +138,   -23.4,   +72.6,   +92.8,   +91.9
2021/07/28 16:03:44,    -711,    -594,     +75,     +44,********,    +142,    -5.8,   +88.0,   +89.1,   +92.5
2021/07/28 16:03:45,    -724,    -608,     +77,     +45,********,    +144,   -10.4,   +77.8,   +89.1,  +103.5
2021/07/28 16:03:46,    -738,    -621,     +80,     +46,********,    +146,   -13.2,   +81.9,   +90.8,   +92.8
2021/07/28 16:03:47,    -748,    -635,     +81,     +48,********,    +149,   -15.5,   +82.3,   +90.2,   +92.2
2021/07/28 16:03:48,    -761,    -648,     +84,     +49,********,    +152,    -4.5,   +77.5,  +101.9,  +104.2
2021/07/28 16:03:49,    -772,    -663,     +86,     +50,********,    +155,   -18.2,   +77.1,   +94.4,  +103.6
2021/07/28 16:03:50,    -784,    -677,     +89,     +52,********,    +157,    -6.2,   +77.4,   +87.5,   +97.7
2021/07/28 16:03:51,    -794,    -690,     +91,     +54,********,    +161,   -12.5,   +76.6,  +106.2,   +94.7
2021/07/28 16:03:52,    -806,    -703,     +94,     +55,********,    +163,    -9.5,   +75.3,   +89.3,   +90.0
2021/07/28 16:03:53,    -819,    -717,     +96,     +56,********,    +166,   -15.8,   +87.5,   +91.6,   +95.4
2021/07/28 16:03:54,    -832,    -729,     +99,     +57,********,    +168,   -19.0,   +78.3,   +98.2,   +98.0
2021/07/28 16:03:55,    -844,    -744,    +101,     +59,********,    +171,   -10.2,   +91.3,   +86.1,   +96.0
2021/07/28 16:03:56,    -855,    -757,    +104,     +61,********,    +174,    -2.3,   +87.0,   +96.0,   +92.6
2021/07/28 16:03:57,    -866,    -771,    +106,     +62,********,    +177,    -2.2,   +94.7,   +94.6,   +90.4
2021/07/28 16:03:58,    -879,    -786,    +109,     +64,********,    +180,    +3.2,   +89.8,   +97.1,   +91.6
2021/07/28 16:03:59,    -890,    -800,    +112,     +66,********,    +183,    -9.9,   +86.1,  +102.3,   +94.5
2021/07/28 16:04:00,    -904,    -815,    +116,     +67,********,    +186,    -9.5,   +94.6,   +87.5,   +99.3
2021/07/28 16:04:01,    -916,    -827,    +117,     +69,********,    +189,   -13.5,   +79.3,   +99.4,   +97.6
2021/07/28 16:04:02,    -926,    -842,    +119,     +70,********,    +192,   -14.1,   +84.4,   +89.7,   +94.3
2021/07/28 16:04:03,    -940,    -854,    +122,     +72,********,    +195,   -11.1,   +81.4,  +105.2,   +90.2
2021/07/28 16:04:04,    -950,    -869,    +126,     +73,********,    +198,   -17.2,   +95.3,   +98.4,  +100.0
2021/07/28 16:04:05,    -963,    -884,    +129,     +76,********,    +201,   -16.4,   +85.2,   +90.2,  +100.7
2021/07/28 16:04:06,    -976,    -896,    +131,     +78,********,    +205,    -3.9,   +90.9,  +102.1,   +93.3
2021/07/28 16:04:07,    -987,    -911,    +134,     +80,********,    +207,    -9.0,   +87.6,   +97.4,   +94.6
2021/07/28 16:04:08,   -1000,    -924,    +137,     +81,********,    +211,   -23.0,   +93.1,   +97.3,   +93.3
2021/07/28 16:04:09,   -1014,    -940,    +139,     +83,********,    +216,   -18.0,   +99.3,   +97.8,   +92.9
2021/07/28 16:04:10,   -1026,    -954,    +143,     +85,********,    +218,   -11.8,   +81.9,   +87.2,   +90.8
2021/07/28 16:04:11,   -1039,    -969,    +146,     +87,********,    +223,    -2.4,   +86.2,   +89.7,   +92.9
2021/07/28 16:04:12,   -1051,    -983,    +149,     +89,********,    +225,   -11.7,   +87.2,   +87.8,  +106.3
2021/07/28 16:04:13,   -1064,    -999,    +151,     +90,********,    +229,    -6.3,   +83.5,   +93.7,   +93.6
2021/07/28 16:04:14,   -1076,   -1014,    +155,     +92,********,    +233,   -15.7,   +95.6,  +107.2,   +92.3
2021/07/28 16:04:15,   -1089,   -1031,    +157,     +94,********,    +237,    -8.5,   +83.5,   +85.6,   +90.3
2021/07/28 16:04:16,   -1102,   -1046,    +160,     +95,********,    +240,    -6.5,   +93.2,   +86.8,   +94.3
2021/07/28 16:04:17,   -1116,   -1064,    +164,     +97,********,    +245,   -10.5,  +100.5,   +96.8,  +100.9
2021/07/28 16:04:18,   -1129,   -1078,    +167,     +99,********,    +250,   -20.8,   +79.6,   +95.3,   +94.3
2021/07/28 16:04:19,   -1141,   -1093,    +170,    +101,********,    +253,    -3.3,   +78.7,   +98.8,   +92.7
2021/07/28 16:04:20,   -1154,   -1109,    +173,    +103,********,    +257,   -12.3,   +88.3,   +94.4,   +88.8
2021/07/28 16:04:21,   -1168,   -1126,    +177,    +105,********,    +262,    -8.4,   +80.7,   +98.3,  +101.9
2021/07/28 16:04:22,   -1181,   -1143,    +180,    +107,********,    +266,   -12.7,   +86.9,   +99.8,   +96.4
2021/07/28 16:04:23,   -1193,   -1160,    +184,    +109,********,    +270,   -17.5,   +89.4,   +98.4,  +105.5
2021/07/28 16:04:24,   -1205,   -1176,    +187,    +110,********,    +274,    -4.4,   +87.2,   +86.9,  +103.3
2021/07/28 16:04:25,   -1223,   -1194,    +190,    +113,********,    +280,   -17.7,   +85.4,   +92.5,   +86.5
2021/07/28 16:04:26,   -1234,   -1211,    +193,    +115,********,    +283,    -6.4,   +85.9,   +97.2,   +93.3
2021/07/28 16:04:27,   -1248,   -1227,    +197,    +117,********,    +289,    -9.7,   +82.4,   +89.2,   +99.1
2021/07/28 16:04:28,   -1262,   -1246,    +201,    +119,********,    +294,    -5.9,   +98.0,  +104.4,   +99.8
2021/07/28 16:04:29,   -1275,   -1263,    +205,    +121,********,    +299,    +0.2,   +81.1,  +100.8,  +100.4
2021/07/28 16:04:30,   -1288,   -1279,    +208,    +123,********,    +304,   -12.5,   +80.4,   +93.2,  +107.4
2021/07/28 16:04:31,   -1303,   -1296,    +211,    +125,********,    +309,    -8.9,   +79.2,   +80.1,   +92.3
2021/07/28 16:04:32,   -1317,   -1311,    +215,    +127,********,    +314,    -5.3,   +83.2,   +85.5,   +99.1
2021/07/28 16:04:33,   -1332,   -1329,    +219,    +130,********,    +319,    +4.9,   +78.8,   +97.2,   +98.7
2021/07/28 16:04:34,   -1346,   -1347,    +222,    +132,********,    +325,   -14.7,   +82.9,   +94.9,   +90.1
2021/07/28 16:04:35,   -1360,   -1366,    +226,    +134,********,    +330,   -19.0,   +90.4,   +86.2,   +88.4
2021/07/28 16:04:36,   -1375,   -1383,    +231,    +136,********,    +336,   -23.2,   +81.0,   +99.7,  +102.8
