Test ID:,Date Tested:,Time:,Test Type:,Diameter Avg. (mm):,Cyl. Corr. Factor:,Height (mm):,Age (days):,Weight (kN):,Break Type:,Ramp Rate (MPa/s):,Load at Break (kN):,Stress at Break (MPa):
12,6/7/2021,06:59,Cylinder,100,1,200,0,3.6,3,0.24,377.48,48.06
Sample Time,Load (kN),Stress (MPa),Long. Strain,Trans. Strain,Chan1 Deflection (mm),Chan2 Deflection (mm)
0:0:21.042,7.27284231599876,0.92389747552139,0,0.000885,0,0
0:0:21.143,11.0271413463981,1.40653048512212,0,0.000885,0,0
0:0:21.243,11.0271413463981,1.40653048512212,0,0.000885,0,0
0:0:21.338,13.3713541295977,1.70300504816256,0,0.000885,0,0
0:0:21.448,13.4914561127977,1.71679456272258,0,0.000885,0,0
0:0:21.548,13.3135272487977,1.69611029088255,0,0.000885,0,0
0:0:21.649,13.3135272487977,1.69611029088255,0,0.000885,0,0
0:0:21.749,12.5528813551979,1.59958368896241,0,0.000885,0,0
0:0:21.848,12.2014718487979,1.55132038800233,0,0.000885,0,0
0:0:21.944,12.4327793719979,1.58579417440239,0,0.000885,0,0
0:0:22.044,12.4327793719979,1.58579417440239,0,0.000885,0,0
0:0:22.145,12.023542984798,1.5306361161623,0,0.000885,0,0
0:0:22.246,11.672133478398,1.48926757248224,0,0.000885,0,0
0:0:22.343,11.787787239998,1.50305708704226,0,0.000885,0,0
0:0:22.449,11.787787239998,1.50305708704226,0,0.000885,0,0
0:0:22.549,11.552031495198,1.46858330064221,0,0.000885,0,0
0:0:22.650,11.907889223198,1.51684660160228,0,0.000885,0,0
0:0:22.750,11.494204614398,1.4616885433622,0,0.000885,0,0
0:0:22.848,11.494204614398,1.4616885433622,0,0.000885,0,0
0:0:22.944,11.3207239719981,1.44100427152217,0,0.000885,0,0
0:0:23.043,11.0849682271981,1.41342524240213,0,0.000885,0,0
0:0:23.144,11.2628970911981,1.43410951424216,0,0.000885,0,0
0:0:23.245,11.2628970911981,1.43410951424216,0,0.000885,0,0
0:0:23.343,11.3785508527981,1.44789902880218,0,0.000885,0,0
0:0:23.450,11.2006219887981,1.42721475696215,0,0.000885,0,0
0:0:23.549,11.3785508527981,1.44789902880218,0,0.000885,0,0
0:0:23.650,11.3785508527981,1.44789902880218,0,0.000885,0,0
0:0:23.751,10.8492124823982,1.37895145600207,0,0.000885,0,0
0:0:23.849,11.0849682271981,1.41342524240213,0,0.000885,0,0
0:0:23.946,11.0849682271981,1.41342524240213,0,0.000885,0,0
