Test ID:,Date Tested:,Time:,Test Type:,Width (mm):,Depth (mm):,Height (mm):,Age (days):,Weight (kN):,Ramp Rate (MPa/s):,Load at Break (kN):,Stress at Break (MPa):
12,6/29/2021,04:49,Cube,100,100,100,7,8.37,0.01,36.89,3.69
Sample Time,Load (kN),Stress (MPa),Long. Strain,Trans. Strain,Chan1 Deflection (mm),Chan2 Deflection (mm)
0:0:9.010,9.91063772479832,0.992845048321493,0,0.000885,0,0
0:0:9.107,11.845614120798,1.18589825216178,0,0.000885,0,0
0:0:9.204,11.845614120798,1.18589825216178,0,0.000885,0,0
0:0:9.303,11.907889223198,1.19279300944179,0,0.000885,0,0
0:0:9.403,11.729960359198,1.17210873760176,0,0.000885,0,0
0:0:9.499,11.614306597598,1.15831922304174,0,0.000885,0,0
0:0:9.596,11.614306597598,1.15831922304174,0,0.000885,0,0
0:0:9.694,11.729960359198,1.17210873760176,0,0.000885,0,0
0:0:9.794,11.3785508527981,1.13763495120171,0,0.000885,0,0
0:0:9.893,11.2628970911981,1.12384543664169,0,0.000885,0,0
0:0:9.990,11.2628970911981,1.12384543664169,0,0.000885,0,0
0:0:10.085,11.3785508527981,1.13763495120171,0,0.000885,0,0
0:0:10.182,11.1427951079981,1.11695067936168,0,0.000885,0,0
0:0:10.281,11.1427951079981,1.11695067936168,0,0.000885,0,0
0:0:10.380,10.9693144655981,1.09626640752165,0,0.000885,0,0
0:0:10.478,11.2628970911981,1.12384543664169,0,0.000885,0,0
0:0:10.573,10.9693144655981,1.09626640752165,0,0.000885,0,0
0:0:10.670,10.9693144655981,1.09626640752165,0,0.000885,0,0
0:0:10.769,10.7335587207982,1.07558213568162,0,0.000885,0,0
0:0:10.869,10.4978029759982,1.04800310656158,0,0.000885,0,0
0:0:10.967,10.4978029759982,1.04800310656158,0,0.000885,0,0
0:0:11.063,10.6179049591982,1.0617926211216,0,0.000885,0,0
0:0:11.159,10.9070393631981,1.08937165024164,0,0.000885,0,0
0:0:11.259,10.6757318399982,1.06868737840161,0,0.000885,0,0
0:0:11.358,10.6757318399982,1.06868737840161,0,0.000885,0,0
0:0:11.466,10.7335587207982,1.07558213568162,0,0.000885,0,0
0:0:11.569,11.552031495198,1.15831922304174,0,0.000885,0,0
0:0:11.666,10.5556298567982,1.05489786384159,0,0.000885,0,0
0:0:11.766,10.5556298567982,1.05489786384159,0,0.000885,0,0
0:0:11.865,11.0849682271981,1.11005592208167,0,0.000885,0,0
0:0:11.964,11.2628970911981,1.12384543664169,0,0.000885,0,0
0:0:12.059,11.4363777335981,1.14452970848172,0,0.000885,0,0
0:0:12.165,11.4363777335981,1.14452970848172,0,0.000885,0,0
0:0:12.263,11.614306597598,1.15831922304174,0,0.000885,0,0
0:0:12.363,11.614306597598,1.15831922304174,0,0.000885,0,0
0:0:12.462,11.907889223198,1.19279300944179,0,0.000885,0,0
0:0:12.558,11.907889223198,1.19279300944179,0,0.000885,0,0
